,avg_roe,np_per_share,operate_cash_flow_ps,basic_eps,capital_reserve,undistri_profit_ps,net_interest_of_total_assets,net_selling_rate,gross_selling_rate,total_revenue,operating_income_yoy,net_profit_atsopc,net_profit_atsopc_yoy,net_profit_after_nrgal_atsolc,np_atsopc_nrgal_yoy,ore_dlt,rop,asset_liab_ratio,current_ratio,quick_ratio,equity_multiplier,equity_ratio,holder_equity,ncf_from_oa_to_total_liab,inventory_turnover_days,receivable_turnover_days,accounts_payable_turnover_days,cash_cycle,operating_cycle,total_capital_turnover,inventory_turnover,account_receivable_turnover,accounts_payable_turnover,current_asset_turnover_rate,fixed_asset_turnover_ratio
2006-4,6.2827,,,,,,0.3119,3.5651,,3017869866.26,,107589637.81,,,,,,94.7755,,,19.1406,18.1406,,,,,,,,0.0875,,,,,
2007-4,5.7197,,,,,,0.283,3.0984,,3625834764.06,20.1455,112343478.28,4.4185,,,,,95.3116,,,21.3292,20.3292,,,,,,,,0.0913,,,,,
2008-4,36.0104,,,,,,1.4583,29.8177,,2267484233.86,-37.4631,676111604.86,501.8254,,,,135.0285,96.4567,,,28.2227,27.2316,,0.1234,,,,,,0.0489,,,,,
2009-4,25.1345,,,,,,1.2523,41.7781,,1713261015.94,-24.4422,715903746.84,5.8854,,,,103.7351,93.8273,,,16.2003,15.2021,,0.043,,,,,,0.03,,,,,
2010-4,19.8434,,,,,,1.1506,43.557,,1779653493.46,10.6483,825978716.43,15.3757,,,,126.5366,94.4828,,,18.1251,17.141,,0.0888,,,,,,0.0264,,,,,
2011-4,22.8276,,,,,,1.2086,42.3729,,2613193866.36,46.8372,1107080827.36,34.0326,,,,256.0744,94.8751,,,19.5127,18.5281,,0.1372,,,,,,0.0285,,,,,
2012-4,24.2275,,,,,,1.2974,46.767,,3112688794.0,19.1143,1454869896.0,31.415,,,,430.8351,94.4496,,,18.0169,17.0299,,0.1043,,,,,,0.0277,,,,,
2013-4,22.08,2.7436,0.9695,0.5435,0.0446,1.0498,1.2764,47.5505,,3432244000.0,10.2662,1630538000.0,12.0745,1487255000.0,,19.81,444.7839,93.7982,,,16.1244,15.2342,6.2018,0.0232,,,,,,0.0268,,,,,
2014-4,20.22,3.2542,-1.8319,0.6023,0.0446,1.4617,1.2707,44.1138,,4104131000.0,19.5757,1806889000.0,10.8155,1807224000.0,21.5141,18.51,490.3374,93.5048,,,15.396,14.4895,6.4952,-0.0389,,,,,,0.0288,,,,,
2015-2,8.668,,,,,,0.7046,46.1519,,2168379232.53,,1001004691.31,,,,,,89.9106,,,9.9114,8.9532,,,,,,,,0.0153,,,,,
2015-3,11.7173,,,,,,0.9441,41.2448,,3334361647.03,,1375251140.59,,,,,,90.2101,,,10.2146,9.2146,,,,,,,,0.0229,,,,,
2015-4,16.64,3.588,-0.1372,0.57,0.5334,1.3754,1.1037,42.3518,,4707736647.0,14.7073,1989505798.0,10.1067,1882250668.0,4.1515,13.86,417.96,93.1346,,,14.5659,13.6292,6.8654,-0.0028,,,,,,0.0261,,,,,
2016-1,4.117,,,,,,0.3133,52.375,,1151650476.0,,603176519.0,,,,,,91.458,,,11.7069,10.7069,,,,,,,,0.006,,,,,
2016-2,6.91,3.7385,-4.6482,0.2544,0.5334,1.2702,0.5145,44.676,,2274738000.0,4.905,1017793000.0,1.6771,1016197000.0,,6.81,500.4469,91.884,,,12.3213,11.3703,8.116,-0.1093,,,,,,0.0115,,,,,
2016-3,10.0741,,,,,,0.7528,46.6571,,3218834176.2,-3.4648,1501813632.82,9.2029,,,,,91.8169,,,12.2204,11.2204,,,,,,,,0.0161,,,,,
2016-4,13.33,3.9758,-0.0506,0.5,0.5334,1.3871,0.9409,44.57,,4517641392.0,-4.0379,2011142478.0,1.0875,1978236921.0,5.0995,12.65,399.7028,92.6724,,,13.6471,12.7016,7.3276,-0.001,,,,,,0.0211,,,,,
2017-1,3.5969,,,,,,0.2706,51.1916,,1134251113.87,-1.5108,580641368.15,-3.7361,,,,,92.243,,,12.8916,11.8916,,,,,,,,0.0053,,,,,
