,avg_roe,np_per_share,operate_cash_flow_ps,basic_eps,capital_reserve,undistri_profit_ps,net_interest_of_total_assets,net_selling_rate,gross_selling_rate,total_revenue,operating_income_yoy,net_profit_atsopc,net_profit_atsopc_yoy,net_profit_after_nrgal_atsolc,np_atsopc_nrgal_yoy,ore_dlt,rop,asset_liab_ratio,current_ratio,quick_ratio,equity_multiplier,equity_ratio,holder_equity,ncf_from_oa_to_total_liab,inventory_turnover_days,receivable_turnover_days,accounts_payable_turnover_days,cash_cycle,operating_cycle,total_capital_turnover,inventory_turnover,account_receivable_turnover,accounts_payable_turnover,current_asset_turnover_rate,fixed_asset_turnover_ratio
2011-4,47.16,1.87,0.06,0.4,0.6607,0.2145,13.6572,17.7763,41.6608,280389779.3,,49757228.7,,50170500.0,,25.3124,,45.4069,1.48,1.0223,1.8317,0.843,54.5931,0.0376,137.6673,79.2358,63.4719,153.4312,216.9031,0.7683,2.615,4.5434,5.6718,1.1433,3.1838
2012-4,16.1,1.47,0.1,0.22,0.1069,0.3472,8.6311,11.8628,35.044,290673032.95,3.6675,34482086.97,-30.6993,34482086.97,-31.2702,14.8971,95.0004,46.6741,1.2775,0.9626,1.8753,0.8753,53.3259,0.0804,115.5661,84.3684,59.99,139.9445,199.9345,0.7276,3.1151,4.267,6.001,1.1615,3.118
2013-4,16.04,1.59,0.13,0.25,,0.6025,8.2473,11.4467,35.8942,349114297.23,20.1055,39962233.78,15.8927,41008403.43,18.9267,15.9786,96.4126,53.2556,1.1372,0.8285,2.1393,1.1393,46.7444,0.0694,110.7795,87.0091,65.6395,132.1491,197.7886,0.7205,3.2497,4.1375,5.4845,1.2257,3.1666
2014-1,4.79,,0.18,0.08,,,,12.7302,35.2259,96521115.52,,12287297.74,,12164980.57,,,,,,,,,,,,,,,,,,,,,
2014-2,11.48,,0.254,0.19,,,,14.7408,36.6474,207328372.23,,30561918.49,,29420873.8,,,,,,,,,,,,,,,,,,,,,
2014-3,14.8,,0.4239,0.25,,,,13.2158,36.233,299539929.55,,39586452.01,,38043170.23,,,,,,,,,,,,,,,,,,,,,
2014-4,18.92,1.83,0.49,0.32,,0.8181,9.2149,12.353,35.3966,411996898.38,18.012,50894106.73,27.3555,49237463.1,20.0668,17.6707,101.1064,49.4335,1.2102,0.9067,1.9776,0.9776,50.5665,0.2726,107.6298,89.153,63.6841,133.0987,196.7828,0.746,3.3448,4.038,5.6529,1.2758,3.364
2015-1,4.89,1.89,0.05,0.09,,0.8806,2.4699,13.6117,35.2515,106008353.21,9.8292,14429530.0,17.4345,14967111.14,23.0344,4.8533,103.4355,50.3519,1.2532,0.9314,2.0142,1.0142,49.6481,0.0248,110.0917,95.8364,56.2605,149.6676,205.9281,0.1815,0.8175,0.9391,1.5997,0.3036,0.8697
2015-2,9.47,2.6547,0.059,0.19,0.9281,0.7182,4.6042,14.0298,36.0986,229511197.06,10.6994,32200012.48,5.3599,32634016.25,10.9213,5.7759,114.224,32.7631,2.2174,1.8755,1.4873,0.4873,67.2369,0.0456,101.1122,93.5745,57.4713,137.2154,194.6867,0.3282,1.7802,1.9236,3.132,0.4998,1.8974
2015-3,9.74,2.7609,0.1709,0.22,0.9991,0.7595,6.0365,13.1513,35.204,315782192.32,5.4224,41529547.41,4.9085,42207469.95,10.9462,7.1628,96.7068,23.6981,3.0045,2.5117,1.3106,0.3296,76.3019,0.1878,109.0997,95.3053,54.0725,150.3325,204.405,0.459,2.4748,2.833,4.9933,0.7059,2.6422
2015-4,11.32,2.8157,0.2941,0.28,1.002,0.8027,7.4535,12.4778,34.8991,418680210.06,1.6222,51750217.98,1.6821,50200467.83,1.9558,8.7519,87.2312,24.7003,2.8362,2.3846,1.328,0.3477,75.2997,0.3004,110.7011,95.7854,61.2422,145.2443,206.4865,0.5973,3.252,3.7584,5.8783,0.9268,3.1888
2016-1,3.27,2.9185,0.072,0.09,1.002,0.8893,2.3735,17.1815,37.8591,116114551.58,9.5334,19694960.75,36.4907,19367119.5,38.7977,3.2135,124.2703,23.5985,2.9177,2.4906,1.3089,0.3268,76.4015,0.0755,104.4205,91.1854,58.0645,137.5414,195.6059,0.1381,0.8619,0.987,1.55,0.2028,0.836
2016-2,7.38,3.008,0.2315,0.22,1.002,0.9523,5.2651,18.0309,35.8842,249951565.51,8.906,45516658.74,41.356,42830972.44,31.2464,7.2057,125.5307,24.2265,2.9199,2.5222,1.3197,0.3374,75.7735,0.2281,93.1291,88.4912,49.932,131.6883,181.6203,0.292,1.9328,2.0341,3.6049,0.4225,1.8056
2016-3,9.65,3.0885,0.4094,0.29,1.002,1.0175,7.2593,16.4492,35.0637,364836895.92,15.5343,60319265.29,45.2442,55037574.68,30.3977,9.3001,114.1771,16.7451,4.1339,3.5117,1.2011,0.212,83.2549,0.6253,94.687,87.3108,49.3457,132.6521,181.9978,0.4413,2.8515,3.0924,5.4716,0.6509,2.555
2016-4,11.39,3.1402,0.389,0.34,1.002,1.0647,8.3676,14.437,34.3582,488077176.37,16.5752,70786834.2,36.7856,67555406.06,34.5659,10.7343,92.2054,18.4821,3.9004,2.399,1.2267,0.2388,81.5179,0.5188,99.3076,91.3775,53.5475,137.1376,190.6851,0.5796,3.6251,3.9397,6.723,0.8462,3.4265
2017-1,3.38,3.2659,0.0406,0.11,1.0005,1.1642,2.6258,17.2533,34.4292,132105659.46,13.7718,22710881.58,15.3132,21353459.49,10.2562,3.3114,112.9172,18.45,4.0051,2.4728,1.2262,0.2378,81.55,0.0522,97.9539,95.7752,52.7983,140.9308,193.7291,0.1522,0.9188,0.9397,1.7046,0.2212,0.9182
2017-2,7.36,3.2882,0.1075,0.24,1.002,1.1754,5.7157,17.6096,35.1083,286262042.68,14.527,50537686.58,11.0312,47394840.35,10.6555,7.3188,131.2622,20.4509,3.5944,2.389,1.2571,0.2701,79.5491,0.121,86.5052,94.692,47.6417,133.5555,181.1972,0.3246,2.0808,1.9009,3.7782,0.47,1.9494
2017-3,11.28,3.349,0.1689,0.38,0.9281,1.3022,9.2415,19.5385,34.2373,404455881.16,10.8594,79024521.41,31.0104,63001739.79,14.4704,11.2362,104.3119,18.0549,4.1225,2.765,1.2203,0.2203,81.9451,0.2289,87.8134,85.6354,47.9957,125.4531,173.4488,0.473,3.0747,3.1529,5.6255,0.6823,3.0755
2017-4,11.64,3.4182,0.155,0.38,0.9909,1.3027,9.2081,15.4509,35.674,522069223.65,6.9645,80410401.92,13.5951,70901279.33,4.9528,11.202,87.6931,20.2486,3.3982,2.1715,1.2539,0.2539,79.7514,0.1786,101.9368,90.1217,52.4262,139.6323,192.0585,0.596,3.5316,3.9946,6.8668,0.8906,3.4818
2018-1,2.82,3.5214,0.0411,0.1,0.9909,1.3935,2.2449,14.1836,33.4795,144626486.1,9.4779,20513204.5,-9.6768,18929458.48,-11.3518,2.774,103.0963,20.2693,3.3265,1.7765,1.2542,0.2542,79.7307,0.0459,99.7451,84.8496,49.1991,135.3956,184.5947,0.1583,0.9023,1.0607,1.8293,0.2432,0.9377
2018-2,6.74,3.4718,0.1881,0.23,0.9909,1.3389,5.2563,16.4031,32.973,297341836.81,3.8705,48773313.27,-3.4912,46864744.87,-1.1185,6.6897,97.0111,23.7159,2.7701,1.6343,1.3109,0.3109,76.2841,0.1743,95.8722,81.1396,53.5316,123.4802,177.0118,0.3204,1.8775,2.2184,3.3625,0.4966,1.8798
2018-3,8.46,3.5795,0.2796,0.3,0.9909,1.3968,6.6282,14.3928,32.3769,432080179.14,6.83,62188509.71,-21.3048,59906008.23,-4.9137,8.2731,80.6369,23.0142,2.7779,1.4074,1.2989,0.2989,76.9858,0.2613,99.9482,79.6319,,179.5801,179.5801,0.4605,2.7014,3.3906,,0.7234,2.691
2018-4,8.84,3.5879,0.3295,0.31,0.9909,1.4071,6.8065,11.5079,31.1593,565201059.63,8.2617,65042964.43,-19.1113,57308771.39,-19.171,8.6325,54.3026,25.4835,2.4761,1.7015,1.342,0.342,74.5165,0.2686,110.7318,75.8549,49.5336,137.0531,186.5867,0.5915,3.2511,4.7459,7.2678,0.9361,3.3133
2019-1,2.69,3.699,0.0164,0.1,0.9909,1.5052,2.0371,13.9254,32.98,147910340.41,2.2706,20597099.9,0.409,19399900.71,2.4852,2.6516,92.0239,23.1678,2.717,1.4355,1.3015,0.3015,76.8322,0.0147,125.1739,72.3531,,197.527,197.527,0.1463,0.719,1.2439,,0.2403,0.7996
2019-2,6.72,3.7301,0.3094,0.25,0.9909,1.4965,4.7354,14.7455,31.8933,349738585.65,17.6217,51570550.78,5.7352,48855447.04,4.2478,6.5835,120.0798,32.874,1.9994,1.4478,1.4897,0.4897,67.126,0.1694,99.179,69.135,48.247,120.067,168.314,0.3211,1.8149,2.6036,3.7308,0.5112,1.8941
2019-3,8.4,3.8418,0.2914,0.31,0.9909,1.5629,5.9338,12.9862,30.6489,504454264.94,16.7502,65509360.03,5.34,59784743.96,-0.2024,8.12,87.6669,32.5935,2.0246,1.2703,1.4835,0.4835,67.4065,0.1569,103.7265,63.8917,42.9478,124.6704,167.6182,0.4569,2.603,4.2259,6.2867,0.725,2.3442
2019-4,10.34,3.9082,0.4197,0.38,0.9909,1.6055,7.2123,12.3471,31.5718,648834684.18,14.7971,80111978.32,23.1678,70687400.15,23.3448,9.7612,74.3569,32.1942,2.0763,1.2735,1.4748,0.4748,67.8058,0.2262,114.3365,67.4372,52.7735,129.0002,181.7737,0.5841,3.1486,5.3383,6.8216,0.9237,2.8053
2020-1,3.27,4.0087,0.1683,0.13,0.9909,1.7347,2.1948,16.62,34.3836,163354440.48,10.4415,27149530.52,31.8124,18543855.68,-4.4126,3.225,120.8005,33.38,2.0564,1.5218,1.5011,0.5011,66.62,0.0838,119.3317,72.5748,56.7895,135.117,191.9065,0.1321,0.7542,1.2401,1.5848,0.2003,0.6195
2020-2,6.29,4.0207,0.4825,0.25,0.9909,1.6981,4.4343,15.4518,32.1098,343296831.32,-1.8419,53045524.29,2.8601,43295258.94,-11.3809,6.2825,120.6214,28.5723,2.2869,1.7785,1.4,0.4,71.4277,0.3,107.4434,72.8538,51.9901,128.3071,180.2972,0.287,1.6753,2.4707,3.4622,0.4476,1.2478
2020-3,8.8,4.0232,0.5481,0.35,0.9909,1.7954,6.1335,14.4505,33.1917,508517286.39,0.8054,73483215.28,12.1721,61399547.55,2.701,8.6975,112.3412,28.7462,2.2741,1.7602,1.4034,0.4034,71.2538,0.3377,106.7616,77.2665,51.1006,132.9275,184.0281,0.4244,2.529,3.4944,5.2837,0.6614,1.8181
2020-4,10.97,4.1073,0.7313,0.44,0.9909,1.8544,7.6384,13.464,31.9624,693341594.48,6.8595,93351547.49,16.5263,82876627.76,17.2438,10.823,103.9605,30.0952,2.179,1.735,1.4305,0.4305,69.9048,0.4135,110.8443,77.9643,61.9302,126.8784,188.8086,0.5673,3.2478,4.6175,5.813,0.8809,2.3327
2021-1,3.58,4.2205,0.0128,0.15,0.9909,2.0037,2.5578,16.0942,34.6224,194757820.04,19.2241,31344689.61,15.4521,29841084.5,60.9217,3.5366,151.8412,27.1739,2.3561,1.788,1.3731,0.3731,72.8261,0.0081,113.0227,85.2434,60.6428,137.6233,198.2661,0.1589,0.7963,1.0558,1.4841,0.253,0.5947
2021-2,6.39,4.0868,0.1855,0.26,0.9909,1.9164,4.4225,14.0831,33.9383,390586933.95,13.7753,55006731.93,3.6972,52847768.84,22.0636,6.4093,110.2441,31.5458,2.0618,1.6224,1.4608,0.4608,68.4542,0.0985,106.2448,87.5231,62.4155,131.3524,193.7679,0.314,1.6942,2.0566,2.8839,0.4965,1.1939
2021-3,8.25,4.0849,0.2215,0.34,0.9909,1.9924,5.6975,12.8038,32.7092,554266809.37,8.9967,70967404.9,-3.4237,65525624.73,6.72,8.2729,99.3949,31.7728,2.0686,1.6401,1.4657,0.4657,68.2272,0.1164,109.3294,84.5388,55.5716,138.2966,193.8682,0.445,2.4696,3.1938,4.8586,0.7012,1.7048
2021-4,7.96,4.0711,0.3299,0.34,0.9909,1.9597,5.6753,9.4372,27.128,757635049.07,9.273,71499366.78,-23.4085,64785795.66,-21.8286,8.3631,71.2954,33.5096,1.9258,1.388,1.504,0.504,66.4904,0.1608,107.5944,82.1599,61.2818,128.4725,189.7543,0.6014,3.3459,4.3817,5.8745,0.9521,2.3405
2022-1,2.63,4.1737,0.0802,0.11,0.9909,2.068,1.7903,11.2957,28.0137,201478102.51,3.4506,22758304.16,-27.3934,21142559.91,-29.1495,2.5966,80.9234,30.2502,2.1019,1.5101,1.4337,0.4337,69.7498,0.0443,111.829,79.7024,51.6944,139.837,191.5314,0.1585,0.8048,1.1292,1.741,0.2553,0.6158
2022-2,5.35,4.2023,0.2041,0.22,0.9909,2.0635,3.6468,12.2656,25.5136,383272515.61,-1.8727,47010573.54,-14.5367,37363587.2,-29.2996,5.3271,74.5856,31.7176,1.9978,1.5261,1.4645,0.4645,68.2824,0.1046,112.8244,89.9101,55.6948,147.0397,202.7345,0.2973,1.5954,2.002,3.2319,0.481,1.1664
2022-3,9.54,4.3752,0.3439,0.41,0.9909,2.2473,6.5935,14.426,25.893,593421279.51,7.0642,85607102.49,20.6288,53286736.51,-18.678,9.3174,65.9503,29.9118,2.1386,1.7138,1.4268,0.4268,70.0882,0.1842,103.2505,91.8617,52.8873,142.2249,195.1122,0.4571,2.615,2.9392,5.1052,0.7352,1.8169
