,avg_roe,np_per_share,operate_cash_flow_ps,basic_eps,capital_reserve,undistri_profit_ps,net_interest_of_total_assets,net_selling_rate,gross_selling_rate,total_revenue,operating_income_yoy,net_profit_atsopc,net_profit_atsopc_yoy,net_profit_after_nrgal_atsolc,np_atsopc_nrgal_yoy,ore_dlt,rop,asset_liab_ratio,current_ratio,quick_ratio,equity_multiplier,equity_ratio,holder_equity,ncf_from_oa_to_total_liab,inventory_turnover_days,receivable_turnover_days,accounts_payable_turnover_days,cash_cycle,operating_cycle,total_capital_turnover,inventory_turnover,account_receivable_turnover,accounts_payable_turnover,current_asset_turnover_rate,fixed_asset_turnover_ratio
2017-4,116.8,4.26,2.02,,,,41.8116,39.8895,61.8172,233789993.6,,92653191.62,,87437300.0,,72.4153,,42.7573,1.5762,1.3734,1.7469,0.7454,57.2427,0.6347,71.3408,126.3202,81.7773,115.8837,197.661,1.0482,5.0462,2.8499,4.4022,1.5553,7.1066
2018-4,32.12,1.65,0.71,0.42,,,22.3121,21.3659,60.1687,256190124.44,9.5813,54777831.62,-40.8786,83689500.0,-4.2863,25.6984,163.6875,20.3483,3.1773,2.3484,1.2555,0.2555,79.6517,1.6746,59.8593,110.5278,63.7552,106.6319,170.3871,1.0443,6.0141,3.2571,5.6466,1.5847,5.4161
2019-1,,,,,,,,,,32527300.0,,4934100.0,,4099400.0,,,,,,,,,,,,,,,,,,,,,
2019-2,7.84,,,0.13,,,,21.7317,54.6935,78416403.29,,17041229.64,,13991900.0,,,,,,,,,,,,,,,,,,,,,
2019-3,20.52,,,0.37,,,,28.7424,57.6036,163847044.13,,47093543.85,,43741936.85,,,,,,,,,,,,,,,,,,,,,
2019-4,33.46,2.14,0.57,0.63,,,24.5739,33.8539,59.3159,240988957.45,-5.9335,81584237.45,48.9366,73401900.0,-12.2926,29.6023,195.3531,30.4706,2.2444,1.9005,1.4382,0.4382,69.5294,0.6128,70.5689,118.9925,153.5574,36.004,189.5614,0.7259,5.1014,3.0254,2.3444,1.2701,4.6682
2020-1,4.16,,,0.09,,,3.0226,25.6867,55.8709,45530952.31,39.9777,11695406.05,137.0322,11437133.41,178.9953,4.2616,194.0592,27.2977,,,1.3755,0.3755,72.7023,0.2972,,,,,,0.1177,,,,,2.192
2020-2,10.32,2.2627,0.3215,0.23,0.2853,0.8822,7.4082,28.575,57.3827,102456383.26,30.6568,29276955.0,71.8007,27820200.0,98.8308,10.0302,143.1416,25.9189,2.4072,1.9591,1.3499,0.3499,74.0811,0.4061,90.4432,128.4338,260.2284,-41.3514,218.877,0.2593,1.9902,1.4015,0.6917,0.5201,2.4932
2020-3,25.8,6.0589,0.2751,0.61,4.0367,0.9512,10.0559,36.9803,62.6194,213904364.95,30.5513,79102395.52,67.9687,76154807.91,74.1002,7.5904,250.9427,11.4491,8.3326,7.834,1.1293,0.1293,88.5509,0.3512,103.9781,130.9789,256.5564,-21.5994,234.957,0.2719,2.5967,2.0614,1.0524,0.3632,5.2742
2020-4,25.45,6.3488,0.4291,0.92,4.0367,1.1658,16.3774,39.191,63.3087,328956028.66,36.5025,128921004.74,58.022,123304844.02,67.9859,11.806,271.8205,7.3012,7.9822,7.4274,1.0788,0.0788,92.6988,0.858,82.8882,125.8741,193.7463,15.016,208.7623,0.4179,4.3432,2.86,1.8581,0.7367,8.1134
2021-1,3.02,6.5407,0.4192,0.19,4.0367,1.3572,2.8498,51.2732,62.9947,65245562.98,43.2994,33453477.34,186.0395,21323710.34,86.4428,2.9736,225.3554,3.8295,9.0145,7.9918,1.0398,0.0398,96.1705,1.6095,127.2265,166.4509,168.6657,125.0117,293.6774,0.0556,0.7074,0.5407,0.5336,0.1197,1.6372
2021-2,5.79,6.5397,0.5795,0.38,4.0494,1.3444,5.455,43.7053,62.4831,148999002.75,45.4268,65120444.64,122.429,48383363.69,73.9144,5.7893,193.5613,7.0046,4.3436,3.6275,1.0753,0.0753,92.9954,1.1766,121.9843,150.615,184.464,88.1353,272.5993,0.1248,1.4756,1.1951,0.9758,0.2826,1.219
2021-3,11.0,6.9106,0.4928,0.73,4.0668,1.6976,10.241,41.7159,62.3775,301716039.39,41.0518,125863663.37,59.1149,104978164.07,37.8484,10.5891,242.0203,7.141,4.8655,4.0679,1.0769,0.0769,92.859,0.9273,99.3451,153.1567,151.9073,100.5945,252.5018,0.2455,2.7178,1.7629,1.7774,0.5334,2.4576
