,avg_roe,np_per_share,operate_cash_flow_ps,basic_eps,capital_reserve,undistri_profit_ps,net_interest_of_total_assets,net_selling_rate,gross_selling_rate,total_revenue,operating_income_yoy,net_profit_atsopc,net_profit_atsopc_yoy,net_profit_after_nrgal_atsolc,np_atsopc_nrgal_yoy,ore_dlt,rop,asset_liab_ratio,current_ratio,quick_ratio,equity_multiplier,equity_ratio,holder_equity,ncf_from_oa_to_total_liab,inventory_turnover_days,receivable_turnover_days,accounts_payable_turnover_days,cash_cycle,operating_cycle,total_capital_turnover,inventory_turnover,account_receivable_turnover,accounts_payable_turnover,current_asset_turnover_rate,fixed_asset_turnover_ratio
1993-4,,2.36,,,,,6.1439,7.0333,28.2147,223322870.0,,15706870.0,,,,12.5,,57.0265,1.2196,1.2196,2.327,1.327,42.9735,,,,,,,0.8736,,,,1.5036,
1994-4,,2.57,,,1.1799,0.1411,3.4743,5.497,21.3367,197423611.98,-11.5972,10747777.15,-31.5728,,,7.84,,57.9884,1.4676,0.9638,2.3803,1.4064,42.0116,,125.1739,104.8432,44.9601,185.057,230.0171,0.632,2.876,3.4337,8.0071,1.2731,
1995-4,,2.66,,,1.3275,0.0041,3.882,6.6854,22.8631,211896845.11,7.3311,13943049.4,29.7296,,,9.8351,,63.6383,1.2403,0.8782,2.7501,1.7848,36.3617,,123.0138,119.2645,55.0299,187.2484,242.2783,0.5807,2.9265,3.0185,6.5419,1.1637,
1996-2,,3.07,,,1.7496,0.0711,1.0124,4.9899,,86651040.62,,4323799.86,,,,1.9778,,51.5072,1.7999,1.7999,2.0622,1.0757,48.4928,,,,,,,0.2029,,,,0.3726,
1996-4,,2.95,,,1.6836,0.022,0.4154,0.9648,21.7626,181294006.17,-14.4423,1586163.44,-88.624,,,0.753,,51.968,1.6262,1.2292,2.0819,1.0965,48.032,,147.7893,180.6141,61.4849,266.9185,328.4034,0.4306,2.4359,1.9932,5.8551,0.8181,18767.4955
1997-2,,2.91,,,1.6836,-0.019,-0.6511,-3.4976,,83644398.73,-3.4698,-2925505.84,-167.6605,,,-1.41,,53.635,1.6222,1.6222,2.1568,1.1725,46.365,,,,,,,0.1862,,,,0.3404,
1997-4,,2.99,,,1.6749,0.0632,0.7893,2.0195,23.0678,177852570.97,-1.8983,3457570.17,117.9832,,,1.62,,53.5154,1.7527,1.3598,2.1512,1.1673,46.4846,,151.3241,210.5386,49.8808,311.9819,361.8627,0.3908,2.379,1.7099,7.2172,0.7164,16567.5427
1998-2,,3.01,,,1.6749,0.0841,0.3257,1.9725,22.6451,77959702.63,-6.7963,1488941.09,150.8952,,,0.69,,54.4369,1.705,1.4075,2.1948,1.2121,45.5631,,152.9962,275.3557,64.9327,363.4192,428.3519,0.1651,1.1765,0.6537,2.7721,0.2975,2137.8444
1998-4,-22.19,1.88,-0.0556,-0.42,1.0569,-0.3695,-8.6409,-24.9579,19.2736,155012371.07,-12.6518,-27211212.47,-1221.139,,,-22.19,-162.7205,58.8827,0.8607,0.6112,2.4321,1.4556,41.1173,-0.0203,170.997,248.0706,62.6381,356.4295,419.0676,0.3462,2.1053,1.4512,5.7473,0.6573,
1999-2,,1.95,-0.1319,,1.0569,-0.3053,1.3581,8.238,20.5644,72589411.51,-6.8885,5952444.25,299.777,,,3.3,16.5036,59.1191,1.2154,0.9531,2.4461,1.4694,40.8809,-0.0461,173.8291,,72.9927,100.8364,173.8291,0.1649,1.0355,,2.466,0.3168,33606.209
1999-4,1.0,1.15,-0.1,-0.1,0.4692,-0.4568,0.391,1.3579,19.543,123069063.03,-20.6069,1311970.16,105.4951,-11235403.33,,1.16,75.7651,64.1922,0.8077,0.615,2.7927,1.8247,35.8078,-0.0465,190.8802,,89.4988,101.3814,190.8802,0.2879,1.886,,4.0224,0.5685,
2000-2,,1.11,-0.0117,,0.4692,-0.4979,-1.2713,-11.9038,26.31,44928418.41,-38.1061,-5341863.77,-189.7424,-5341863.77,,-3.72,20.5024,65.094,0.8214,0.601,2.8648,1.897,34.906,-0.0056,249.5494,,127.6867,121.8627,249.5494,0.1068,0.7213,,1.4097,0.206,
2000-4,-10.83,1.02,0.05,-0.117,0.4692,-0.5823,-3.6073,-14.9897,22.7168,75425015.32,-16.5542,-15367661.02,-1256.6671,-15175126.79,-35.0653,-11.45,-2.8968,68.3856,0.773,0.6175,3.1631,2.22,31.6144,0.0206,190.0639,,106.1822,83.8817,190.0639,0.2407,1.8941,,3.3904,0.463,-109.8823
2001-2,-1.66,1.01,0.095,-0.017,0.4702,-0.5987,-0.4906,-4.4205,27.25,51849196.8,15.404,-2183437.9,59.1259,-2183437.9,59.1259,-1.672,64.3645,69.2754,0.8649,0.6952,3.2547,2.6741,30.7246,0.0354,202.3836,574.8962,189.2744,588.0054,777.2798,0.111,0.8894,0.3131,0.951,0.1959,0.6982
2001-4,3.13,1.05,0.04,0.033,0.4713,-0.5513,0.8573,4.0735,27.8094,102924668.18,36.4596,4214853.71,127.4268,2335339.38,115.3893,3.08,91.137,74.8779,0.5585,0.4667,3.9806,2.9969,25.1221,0.0132,161.6815,348.8372,127.7592,382.7595,510.5187,0.2105,2.2266,1.032,2.8178,0.4509,0.821
2002-1,,1.0721,,,0.4713,-0.5269,0.5533,5.7623,25.1102,53362757.23,,3072224.93,,,,2.2056,,75.0118,0.5843,0.4863,4.0019,3.0201,24.9882,,59.4138,169.9075,69.6325,159.6888,229.3213,0.096,1.5148,0.5297,1.2925,0.2241,0.2141
2002-2,,1.13,0.12,,0.4713,-0.4783,1.7321,9.3638,28.437,101727289.72,96.1984,9482337.01,534.2847,9316454.2,526.6874,6.48,262.5712,73.4704,0.498,0.4041,3.7694,2.7721,26.5296,0.038,59.8325,171.2655,74.7819,156.3161,231.098,0.185,3.0084,1.051,2.407,0.472,0.4012
2002-3,,1.16,,,0.4713,-0.4469,2.3554,9.7041,28.7753,139834067.02,,13552234.72,,13386384.1,,9.01,,75.099,0.5492,0.4443,4.0159,3.0183,24.901,,80.6958,164.2636,75.8257,169.1337,244.9594,0.2427,3.3459,1.6437,3.5608,0.5846,0.558
2002-4,11.84,1.51,0.33,0.13,0.798,-0.423,3.0392,8.4621,25.7576,203237133.14,97.462,17158962.67,307.107,16968429.71,626.5937,8.76,178.8894,66.4289,1.1134,0.6021,2.9788,1.9802,33.5711,0.1106,83.6062,149.9563,97.7597,135.8028,233.5625,0.3592,4.3059,2.4007,3.6825,0.8829,0.8158
2003-1,,1.53,0.1093,,0.4785,0.0182,0.4006,4.2453,18.6516,55684877.74,4.3516,2367688.47,-22.9325,,,1.19,123.2344,66.7172,1.0959,0.7407,3.0046,2.0059,33.2828,0.0357,97.3289,129.0323,98.7817,127.5795,226.3612,0.0944,0.9247,0.6975,0.9111,0.2373,0.2284
2003-2,3.05,1.56,0.2852,0.05,0.4787,0.0467,0.9968,5.4721,19.8822,110617390.61,8.7392,6065271.53,-36.0361,6118780.34,-34.3229,3.0,130.7721,67.9355,0.992,0.7321,3.1187,2.1199,32.0645,0.0864,94.8117,119.5934,88.8099,125.5952,214.4051,0.1822,1.8985,1.5051,2.0268,0.4642,0.4154
2003-3,,1.58,0.6248,,0.4792,0.0694,1.4867,5.5564,20.9234,161823434.65,15.7253,9002308.73,-33.5733,8989998.29,-32.8422,4.39,128.2214,67.2032,0.7253,0.4457,3.0491,2.0502,32.7968,0.1929,119.5219,104.2149,86.5052,137.2316,223.7368,0.2676,2.259,2.5908,3.1212,0.7207,0.6137
2003-4,4.88,1.59,0.58,0.08,0.4802,0.0642,1.5969,4.1661,20.6872,234937456.51,15.5977,9802647.9,-42.8716,8800711.2,-48.1348,4.76,153.4597,67.8915,0.5553,0.3123,3.1144,2.1155,32.1085,0.1739,117.7933,95.5465,77.1605,136.1793,213.3398,0.3833,3.0562,3.7678,4.6656,1.0167,0.9016
2004-1,,1.61,-0.0387,,0.4805,0.0841,0.4184,4.165,18.1205,64328554.78,15.5225,2588014.92,9.3056,2614218.45,,1.24,153.2652,67.3084,0.554,0.2876,3.0589,2.0608,32.6916,-0.0117,139.2758,70.1481,46.4852,162.9387,209.4239,0.1005,0.6462,1.283,1.9361,0.281,0.2307
2004-2,1.85,1.62,0.0062,0.03,0.481,0.094,0.606,2.4226,16.6587,159861088.79,44.5171,3871752.19,-36.1652,3808639.94,-37.7549,1.84,151.6968,66.9866,0.5486,0.3127,3.0291,2.0301,33.0134,0.0019,102.2321,59.2417,38.0743,123.3995,161.4738,0.2501,1.7607,3.0384,4.7276,0.7048,0.5764
2004-3,,1.63,0.0257,,0.4814,0.1059,0.8442,2.2837,16.2671,237035559.41,46.4779,5410216.38,-39.9019,5252342.97,-41.5757,2.56,160.8455,66.961,0.5928,0.325,3.0267,2.0278,33.039,0.0078,104.891,61.2023,47.3178,118.7755,166.0933,0.3697,2.5741,4.4116,5.7061,1.041,0.8631
2004-4,1.11,1.61,0.01,0.02,0.4818,0.0792,0.3163,0.7299,16.7146,316963830.77,34.9141,2297761.35,-76.5598,2283064.04,-74.0582,1.1,124.1163,74.5966,0.7514,0.4027,3.9365,2.9385,25.4034,0.0027,121.0532,78.7195,60.4788,139.2939,199.7727,0.4333,2.9739,4.5732,5.9525,1.0291,1.07
2005-1,,1.62,0.016,,0.4818,0.0937,0.2332,2.6046,16.0175,72079805.31,12.0495,1883129.52,-27.2365,1843535.87,-29.4804,0.9,172.8913,73.3037,0.7144,0.3805,3.7458,2.7476,26.6963,0.0036,145.8198,107.604,85.4782,167.9456,253.4238,0.0895,0.6172,0.8364,1.0529,0.1984,0.2257
2005-2,1.12,1.62,0.2642,0.02,0.4818,0.0972,0.2915,1.6971,16.5778,135718598.43,-15.1022,2338093.13,-39.6115,1897201.21,-50.1869,1.11,123.9109,72.2037,0.716,0.3845,3.5976,2.5989,27.7963,0.0626,165.8528,88.1791,83.3333,170.6986,254.0319,0.1718,1.0853,2.0413,2.16,0.3846,0.4342
2005-3,,1.63,0.5264,,0.4818,0.1031,0.3895,1.4884,16.5301,205997016.97,-13.0945,3103107.34,-42.6436,2630315.6,-49.9211,1.47,139.8908,71.8833,0.7346,0.3522,3.5566,2.5579,28.1167,0.1262,169.1729,86.6523,92.7739,163.0513,255.8252,0.2617,1.596,3.1159,2.9103,0.581,0.6681
2005-4,0.79,1.62,0.49,0.01,0.4819,0.0901,0.1955,0.5048,17.5771,318036065.5,0.3383,1652503.09,-28.082,1440021.23,-36.9259,0.79,95.1501,74.3878,0.8639,0.5087,3.9044,2.9057,25.6122,0.1049,141.0548,97.4474,81.5328,156.9694,238.5022,0.3873,2.5522,3.6943,4.4154,0.7949,1.0081
2006-1,,1.55,0.0354,-0.057,0.4826,0.0223,-1.0762,-13.1164,7.6594,67081794.22,-6.934,-8799484.99,-567.2799,-8681676.2,-570.9253,-4.37,-54.5151,75.2489,0.8156,0.4726,4.0402,3.0417,24.7511,0.0075,157.7011,115.1484,82.5007,190.3488,272.8495,0.082,0.5707,0.7816,1.0909,0.1659,0.2173
2006-2,-7.55,1.5,0.5315,-0.12,0.4819,-0.0277,-1.9278,-8.524,8.6202,179216580.78,32.0501,-15284874.86,-753.7325,-15705697.24,-927.8351,-7.84,-32.0616,72.2895,0.737,0.3582,3.6087,2.8337,27.7105,0.1249,107.9914,85.5473,64.7203,128.8184,193.5387,0.2262,1.6668,2.1041,2.7812,0.4698,0.5868
2006-3,,1.19,0.4199,-0.1933,0.2517,-0.102,-3.3999,-7.9913,10.1438,326373223.06,58.4359,-26122080.27,-941.804,,,-14.97,-29.8906,72.0056,0.6709,0.3049,3.5721,2.809,27.9944,0.1257,93.4644,65.7654,45.9426,113.2872,159.2298,0.4254,2.8888,4.1055,5.8769,0.9247,1.0273
2006-4,-37.68,0.92,0.45,-0.45,0.2847,-0.3738,-8.6758,-15.2018,11.9276,451890735.99,42.0879,-69020262.31,-4276.71,-65367040.43,-4639.3109,-48.96,-97.8057,78.6027,0.594,0.2892,4.6735,4.1017,21.3973,0.1223,107.0218,63.7315,57.0975,113.6558,170.7533,0.5707,3.3638,5.6487,6.305,1.172,1.4803
2007-1,,0.92,0.11,0.0023,0.2522,-0.3712,0.1193,1.1564,16.0847,83744640.44,16.9559,961749.38,104.0231,310285.07,103.574,0.25,67.5292,79.0172,0.5982,0.2761,4.7658,4.2338,20.9828,0.0292,185.4523,78.0776,95.6938,167.8361,263.5299,0.1032,0.4853,1.1527,0.9405,0.2196,0.2661
2007-2,0.806,0.93,0.1,0.0074,0.2522,-0.3661,0.3257,1.1989,16.2984,251718625.48,10.5882,2074152.98,107.4718,1155508.42,107.3573,0.802,75.7315,76.9321,0.5443,0.2082,4.335,3.7632,23.0679,0.0295,140.1651,65.9317,77.9187,128.1781,206.0968,0.2717,1.2842,2.7301,2.3101,0.6121,0.6754
2007-3,,0.9051,0.57,0.0046,0.2342,-0.369,0.4746,0.9765,17.8574,382323013.33,17.1429,711285.33,102.7229,-3205344.4,,0.51,89.9998,80.3588,0.6305,0.3152,5.0913,4.6811,19.6412,0.1336,119.5748,53.6598,60.534,112.7006,173.2346,0.486,2.258,5.0317,4.4603,0.9972,1.3241
2007-4,2.03,0.92,0.25,0.02,0.2303,-0.3547,1.2471,1.7006,20.6848,556871892.56,23.2315,2932449.81,104.2487,-1860925.82,97.1531,2.08,130.3556,78.271,0.6001,0.3306,4.6021,4.2056,21.729,0.0662,101.0073,48.4574,48.8871,100.5776,149.4647,0.7333,3.5641,7.4292,7.3639,1.5664,1.9165
