,avg_roe,np_per_share,operate_cash_flow_ps,basic_eps,capital_reserve,undistri_profit_ps,net_interest_of_total_assets,net_selling_rate,gross_selling_rate,total_revenue,operating_income_yoy,net_profit_atsopc,net_profit_atsopc_yoy,net_profit_after_nrgal_atsolc,np_atsopc_nrgal_yoy,ore_dlt,rop,asset_liab_ratio,current_ratio,quick_ratio,equity_multiplier,equity_ratio,holder_equity,ncf_from_oa_to_total_liab,inventory_turnover_days,receivable_turnover_days,accounts_payable_turnover_days,cash_cycle,operating_cycle,total_capital_turnover,inventory_turnover,account_receivable_turnover,accounts_payable_turnover,current_asset_turnover_rate,fixed_asset_turnover_ratio
1998-4,18.83,1.0,,0.18,,-0.0444,5.6656,9.8873,36.2918,146685335.5,,14503290.19,,,,18.1184,,68.7301,1.1744,0.6918,3.198,2.198,31.2699,,243.2597,166.9139,97.2631,312.9105,410.1736,0.573,1.4799,2.1568,3.7013,0.9545,
1999-4,15.16,1.5,,0.16,0.4653,0.026,4.6689,9.0165,29.5745,145296181.32,-0.947,13100581.01,-9.6717,,,10.8995,,60.6179,1.0115,0.6373,2.5392,1.5392,39.3821,,232.8138,,95.8492,136.9646,232.8138,0.5178,1.5463,,3.7559,0.8527,1.2995
2000-2,,,,,,,,7.6321,24.0161,75094769.98,,5731296.59,,,,,,,,,,,,,,,,,,,,,,,
2000-4,13.39,1.72,0.5678,,0.4653,0.1769,5.1209,11.4306,29.8315,150858959.38,3.8286,16750877.31,31.6283,13914198.18,,12.55,99.8147,62.6806,1.467,0.9742,2.6796,1.6796,37.3194,0.1968,252.2422,,122.5323,129.7099,252.2422,0.448,1.4272,,2.938,0.7134,1.3853
2001-2,3.22,3.11,-0.21,0.057,1.9028,0.1586,0.9574,5.9899,25.9152,75845288.55,0.9994,4543086.43,-20.732,4573306.52,,1.33,61.263,41.0624,2.6349,2.1998,1.6967,0.6967,58.9376,-0.0947,243.5724,203.666,132.2363,315.0021,447.2384,0.1598,0.739,0.8838,1.3612,0.2232,0.7395
2001-4,2.32,3.07,-0.359,0.06,1.9028,0.1022,1.2801,4.4426,25.5764,133943431.7,-11.2128,5113908.0,-64.476,4747120.27,-65.8829,1.76,39.9788,39.8467,2.8715,2.2209,1.6624,0.6624,60.1533,-0.1764,313.4523,204.592,130.6857,387.3586,518.0443,0.2881,1.1485,1.7596,2.7547,0.408,1.3211
2002-1,,3.072,,,1.9028,0.1041,0.0369,0.637,15.6203,32730174.66,,208503.5,,,,0.0617,,40.4347,2.8096,2.1442,1.6788,0.6788,59.5653,,314.1361,228.1369,104.3115,437.9615,542.273,0.058,0.2865,0.3945,0.8628,0.0772,0.3407
2002-2,0.98,3.1,-0.41,0.03,1.9028,0.1324,0.5823,3.5618,21.1418,93330766.09,23.0541,3324254.22,-26.8283,2692989.43,-41.115,0.97,38.9677,41.2276,2.5638,1.9923,1.7015,0.7015,58.7724,-0.1902,234.9869,163.1913,67.9143,330.2639,398.1782,0.1635,0.766,1.103,2.6504,0.2166,0.9804
2002-3,,3.096,,,1.9028,0.1282,0.4977,2.1462,22.0869,136836536.33,,2869211.16,,1876716.9,,0.84,,42.0712,2.2571,1.6155,1.7263,0.7642,57.9288,,274.6694,162.0454,90.6466,346.0682,436.7148,0.2319,0.983,1.6662,2.9786,0.3195,1.4528
2002-4,1.23,3.031,-0.445,0.038,1.8992,0.0581,0.8866,2.483,24.2999,226748538.1,69.2868,4157891.09,-18.6944,3207565.05,-32.4314,1.25,33.7841,42.4601,1.8955,1.266,1.7379,0.9024,57.5399,-0.1628,251.081,164.7145,78.4998,337.2957,415.7955,0.3571,1.4338,2.1856,4.586,0.5257,1.8048
