,avg_roe,np_per_share,operate_cash_flow_ps,basic_eps,capital_reserve,undistri_profit_ps,net_interest_of_total_assets,net_selling_rate,gross_selling_rate,total_revenue,operating_income_yoy,net_profit_atsopc,net_profit_atsopc_yoy,net_profit_after_nrgal_atsolc,np_atsopc_nrgal_yoy,ore_dlt,rop,asset_liab_ratio,current_ratio,quick_ratio,equity_multiplier,equity_ratio,holder_equity,ncf_from_oa_to_total_liab,inventory_turnover_days,receivable_turnover_days,accounts_payable_turnover_days,cash_cycle,operating_cycle,total_capital_turnover,inventory_turnover,account_receivable_turnover,accounts_payable_turnover,current_asset_turnover_rate,fixed_asset_turnover_ratio
2005-4,29.2761,,,,,,10.744,21.9314,47.2235,91131761.76,,20257587.1,,,,,,58.4859,1.0918,0.7635,2.4088,1.5723,,0.2136,150.508,58.6214,142.0679,67.0615,209.1294,0.4899,2.3919,6.1411,2.534,1.0449,1.3051
2006-4,32.95,1.2062,0.4742,0.34,0.0035,0.1841,12.5057,18.1053,38.0534,148905486.43,63.3958,27300662.09,34.7676,16031522.78,,28.29,200.2105,57.4986,0.8882,0.7006,2.3529,1.4607,42.5014,0.2691,70.028,35.8927,65.7799,40.1408,105.9207,0.6907,5.1408,10.0299,5.4728,1.4139,1.8801
2007-2,8.7194,,,,,,3.475,9.8769,36.9906,91261621.21,,8806804.21,,,,,145.6217,59.3016,0.9071,0.7372,2.4571,1.538,,0.0388,54.4877,35.5303,46.5393,43.4787,90.018,0.3518,3.3035,5.0661,3.8677,0.6777,1.0421
2007-4,27.04,1.5862,0.49,0.38,0.0061,0.5249,11.989,14.5663,39.6947,208690312.2,40.1495,30191482.63,10.5888,24996752.96,55.9225,23.79,201.3556,49.3244,0.8244,0.6298,1.9733,1.0183,50.6756,0.3008,46.158,29.7268,38.506,37.3788,75.8848,0.8231,7.7993,12.1103,9.3492,1.8936,2.2852
2008-3,,,,0.28,,,,11.969,39.55,186774364.82,,22354941.74,,,,,,,,,,,,,,,,,,,,,,,
2008-4,25.31,2.0431,0.2794,0.46,0.004,0.9402,12.7623,14.3005,40.1456,256766478.71,23.0371,36718836.68,21.6199,32443710.75,29.7917,22.47,170.386,47.8574,0.8534,0.6146,1.9178,0.9178,52.1426,0.149,46.4846,31.9696,31.8728,46.5814,78.4542,0.8924,7.7445,11.2607,11.2949,2.4883,2.396
2009-1,7.2,,-0.09,0.15,,,,18.8657,42.7608,64704868.61,,12207019.19,,,,,,,,,,,,,,,,,,,,,,,
2009-2,11.78,2.3,0.27,0.26,0.004,1.1959,6.0975,14.2721,42.3262,143332969.34,,20456592.99,,17995670.88,,11.12,163.2527,48.5635,1.0816,0.8304,1.9441,0.9441,51.4365,0.1257,50.0028,35.818,29.316,56.5048,85.8208,0.4272,3.5998,5.0254,6.14,1.1514,1.1638
2009-3,0.0,2.42,-0.14,0.38,0.004,1.3211,8.8787,13.9837,41.6604,217920947.33,16.676,30473460.26,36.3164,26799333.78,,15.94,161.5644,48.0092,1.1661,0.8442,1.9234,0.9234,51.9908,0.0763,51.1325,40.481,27.7253,63.8882,91.6135,0.6349,5.2804,6.6698,9.7384,1.7502,1.7886
2009-4,24.49,6.77,0.5,0.57,4.5627,1.085,7.4244,14.9696,41.4525,304909814.33,18.6753,41918455.34,24.2281,37914083.81,16.8611,6.3009,165.4541,20.909,4.9513,4.7024,1.2644,0.2644,79.091,0.2807,50.1994,36.1206,25.7946,60.5254,86.32,0.496,7.1714,9.9666,13.9564,0.7895,2.4511
2010-1,2.05,6.91,-0.07,0.14,4.5627,1.2252,1.69,20.2406,39.9976,74583861.84,14.5248,14857385.59,22.871,11055394.79,,2.0298,202.7667,14.0405,7.694,6.8709,1.1633,0.1633,85.9595,-0.0665,62.7703,49.0972,21.4823,90.3852,111.8675,0.0835,1.4338,1.8331,4.1895,0.1185,0.5738
2010-2,4.04,6.84,-0.16,0.28,4.5627,,3.3419,16.3632,39.1657,182462778.53,26.6868,29338784.21,45.2488,23318050.32,29.5759,4.0577,153.503,15.1375,5.4314,4.7571,1.1784,0.1784,84.8625,-0.13,51.4639,53.3966,27.7517,77.1088,104.8605,0.2042,3.4976,3.371,6.4861,0.2989,1.3441
2010-3,5.52,6.95,-0.16,0.38,4.5627,1.2642,4.4573,14.1082,37.4619,290064374.05,31.9766,36306195.1,33.1519,32197829.98,20.1441,5.4602,140.3503,17.9165,4.2634,3.6519,1.2183,0.2183,82.0835,-0.1055,47.6098,52.0111,26.2697,73.3512,99.6209,0.3159,5.6711,5.1912,10.278,0.4678,2.1497
2010-4,7.67,6.99,0.25,0.53,4.5627,1.2457,5.9706,13.3497,37.2804,411022605.31,34.8014,56929666.56,35.8105,45138705.72,19.0552,7.6117,144.0678,18.8445,3.5691,3.1638,1.2322,0.2325,81.1555,0.156,45.3795,47.6859,25.8543,67.2111,93.0654,0.4472,7.9331,7.5494,13.9242,0.699,2.4382
2011-1,2.29,7.15,-0.18,0.16,4.5627,1.4078,1.8133,17.9997,39.4384,94943014.4,27.297,17344425.04,16.7394,12601335.02,13.9836,2.2664,169.9249,20.4074,3.2167,2.6542,1.2564,0.2566,79.5926,-0.1003,76.0007,79.4913,43.8575,111.6345,155.492,0.1007,1.1842,1.1322,2.0521,0.1815,0.4587
2011-2,4.42,3.6,0.01,0.16,1.7813,0.7304,3.4429,14.959,40.388,224146786.28,22.8452,33716859.05,14.9225,27291196.84,17.0389,4.3734,156.5922,24.7289,2.4803,1.9629,1.3285,0.3288,75.2711,0.0123,63.1756,64.7482,35.5471,92.3767,127.9238,0.2302,2.8492,2.78,5.0637,0.422,1.0272
2011-3,5.41,3.64,0.04,0.19,1.7813,0.7661,4.3235,11.2253,37.9938,384715450.54,32.6311,41348262.0,13.8876,33985724.18,5.5528,5.3108,115.6837,20.4136,2.8253,2.0967,1.2565,0.2819,79.5864,0.0385,54.4728,57.1985,33.3136,78.3577,111.6713,0.3852,4.9566,4.7204,8.1048,0.7369,1.6179
2011-4,7.64,3.7,0.02,0.2754,1.7572,0.8208,6.2416,11.0117,37.5452,572435775.63,39.2711,58932382.22,3.5179,44839843.74,-0.6621,7.4504,108.4534,19.9234,2.3825,1.8197,1.2488,0.2764,80.0766,0.0224,50.2267,63.4495,34.2482,79.428,113.6762,0.5668,7.1675,5.6738,10.5115,1.1169,2.2983
2012-1,1.14,3.74,-0.12,0.04,1.7572,0.863,0.985,7.1779,35.1048,152043632.69,60.142,9038709.85,-47.8869,5012550.03,-60.2221,1.1298,40.9821,20.918,2.272,1.6968,1.2645,0.2925,79.082,-0.1094,59.3237,86.5218,38.2702,107.5753,145.8455,0.1372,1.5171,1.0402,2.3517,0.2938,0.5238
2012-2,2.36,3.68,-0.13,0.09,1.7486,0.8085,2.0675,6.9201,34.7256,339044435.51,51.26,18772237.71,-44.3239,9545274.71,-65.0243,2.39,58.2072,24.0503,1.927,1.3751,1.3167,0.3585,75.9497,-0.0962,59.5041,76.3359,40.6357,95.2043,135.84,0.2988,3.025,2.358,4.4296,0.6474,1.142
2012-3,2.94,3.7,-0.18,0.11,1.7486,0.8298,2.4564,5.3153,33.2843,548703326.31,42.6258,23336387.8,-43.5614,12267913.56,-63.9027,2.9499,50.7913,29.8464,1.6176,1.1163,1.4254,0.482,70.1536,-0.0985,53.8342,70.6936,36.1291,88.3987,124.5278,0.4621,5.0154,3.8193,7.4732,0.9837,1.8028
2012-4,4.11,3.7402,0.2097,0.1525,1.7486,0.8524,3.2704,5.189,33.6733,754269419.23,31.7649,32644674.95,-44.6066,18317322.99,-59.1494,4.0786,51.1872,30.1032,1.5895,1.1151,1.4307,0.4876,69.8968,0.115,50.4583,61.7337,35.9633,76.2287,112.192,0.6302,7.1346,5.8315,10.0102,1.3503,2.0925
2013-1,1.25,3.7873,0.151,0.047,1.7486,0.8995,0.9073,5.0204,29.64,231387952.94,52.1852,10080094.86,11.5214,7475457.54,49.1348,1.2437,68.6413,27.9695,1.6647,1.1205,1.3883,0.4363,72.0305,0.0914,43.1034,49.4913,32.8335,59.7612,92.5947,0.1807,2.088,1.8185,2.7411,0.3928,0.5382
2013-2,2.606,3.6402,0.3878,0.099,1.7498,0.7511,1.8424,4.9023,30.364,482002183.11,42.1649,21136607.43,12.595,18601241.41,94.8738,2.7133,67.8614,30.547,1.46,0.9666,1.4398,0.4975,69.453,0.2141,44.4192,47.2478,41.0593,50.6077,91.667,0.3758,4.0523,3.8097,4.3839,0.8365,1.1297
2013-3,3.331,3.6658,0.4453,0.124,1.7498,0.7768,2.1938,3.7098,28.6456,746425255.83,36.0344,26625898.04,14.0961,22595218.87,84.1814,3.3941,55.204,27.1194,1.5669,0.8981,1.3721,0.4245,72.8806,0.2861,45.4622,44.3816,32.2473,57.5965,89.8438,0.5914,5.939,6.0836,8.3728,1.3487,1.7486
2013-4,4.56,3.7113,0.5535,0.1699,1.7498,0.8009,3.0834,3.9872,29.4758,990720971.73,31.3484,36363925.08,11.3931,27944874.81,52.5598,4.5786,54.3062,28.3654,1.5325,0.9191,1.396,0.4521,71.6346,0.3299,50.0299,43.865,34.5145,59.3804,93.8949,0.7733,7.1957,8.207,10.4304,1.7467,2.2604
