,avg_roe,np_per_share,operate_cash_flow_ps,basic_eps,capital_reserve,undistri_profit_ps,net_interest_of_total_assets,net_selling_rate,gross_selling_rate,total_revenue,operating_income_yoy,net_profit_atsopc,net_profit_atsopc_yoy,net_profit_after_nrgal_atsolc,np_atsopc_nrgal_yoy,ore_dlt,rop,asset_liab_ratio,current_ratio,quick_ratio,equity_multiplier,equity_ratio,holder_equity,ncf_from_oa_to_total_liab,inventory_turnover_days,receivable_turnover_days,accounts_payable_turnover_days,cash_cycle,operating_cycle,total_capital_turnover,inventory_turnover,account_receivable_turnover,accounts_payable_turnover,current_asset_turnover_rate,fixed_asset_turnover_ratio
1999-4,,1.08,,,0.0076,0.0688,3.149,5.2869,14.2718,141896916.14,,7489239.41,,,,7.7142,,56.1397,1.7082,1.0972,2.28,1.3281,43.8603,,119.1895,,52.0585,67.131,119.1895,0.5956,3.0204,,6.9153,0.8896,3.8878
2000-4,,1.23,,,0.0152,0.1919,5.4826,5.701,15.6344,236628731.81,66.761,13481522.92,80.0119,,,0.0,,54.4277,1.5144,0.777,2.1943,1.2027,45.5723,,86.701,,30.0549,56.6461,86.701,0.9617,4.1522,,11.9781,1.4729,6.5834
2001-2,,,,,,,,6.5078,16.6027,141687302.77,,9213935.53,,,,,,,,,,,,,,,,,,,,,,,
2001-4,17.6,1.47,0.15,0.238,0.0152,0.3947,7.3839,6.7176,16.6475,330411433.52,39.6328,22177352.71,64.5018,,,16.18,173.2258,60.2971,1.2153,0.655,2.5187,1.5278,39.7029,0.0656,77.8059,45.04,33.0509,89.795,122.8459,1.0992,4.6269,7.9929,10.8923,1.8197,5.4328
2002-2,,2.47,-0.053,,1.0786,0.345,1.8693,6.0239,18.5326,152421280.79,7.5758,9180360.89,-0.3644,9432177.65,,2.8,98.5601,46.3238,2.1361,1.4385,1.863,0.896,53.6762,-0.024,122.8753,62.2256,58.5632,126.5377,185.1009,0.3103,1.4649,2.8927,3.0736,0.4676,1.7503
2002-3,,2.5,,,1.0786,0.3819,3.2294,6.0191,17.5523,256862445.57,,14079075.1,,14311483.29,,4.22,,41.5024,2.1764,1.3107,1.7095,0.76,58.4976,,109.4402,54.5973,47.3095,116.728,164.0375,0.5365,2.4671,4.9453,5.7071,0.8993,2.6558
2002-4,10.28,2.48,0.04,0.22,1.0786,0.3345,5.2562,6.8379,18.9706,381925621.31,15.5909,24709987.97,11.4199,21373000.0,,7.48,139.8717,44.7255,1.5667,0.9845,1.8092,0.8746,55.2745,0.017,97.4,52.0239,50.5995,98.8244,149.4239,0.7687,3.6961,6.9199,7.1147,1.3418,3.7471
2003-1,,2.51,-0.2388,,1.0786,0.3612,0.5235,4.8693,20.9652,69824968.05,,3547301.84,,,,1.06,81.789,43.9582,1.6007,0.9634,1.7844,0.8585,56.0418,-0.1108,173.7787,91.417,70.5163,194.6794,265.1957,0.1075,0.5179,0.9845,1.2763,0.1887,0.5962
2003-2,3.17,2.56,-0.0154,0.08,1.0786,0.4146,1.6828,6.4224,20.8719,175033526.46,14.8354,10655029.35,16.0633,8191750.0,-13.151,3.12,117.6759,47.1004,1.559,0.7644,1.8904,0.952,52.8996,-0.0063,151.6045,76.4883,72.3182,155.7746,228.0928,0.262,1.1873,2.3533,2.489,0.4433,1.6181
2003-3,,2.63,0.1511,,1.0786,0.485,3.1,6.7384,19.4827,314985911.23,22.6282,20027894.69,42.2529,18804720.75,31.396,5.71,138.4197,48.1539,1.5442,0.7424,1.9288,0.993,51.8461,0.0577,125.0927,68.1646,56.6905,136.5668,193.2573,0.4601,2.1584,3.961,4.7627,0.7668,2.9266
