,avg_roe,np_per_share,operate_cash_flow_ps,basic_eps,capital_reserve,undistri_profit_ps,net_interest_of_total_assets,net_selling_rate,gross_selling_rate,total_revenue,operating_income_yoy,net_profit_atsopc,net_profit_atsopc_yoy,net_profit_after_nrgal_atsolc,np_atsopc_nrgal_yoy,ore_dlt,rop,asset_liab_ratio,current_ratio,quick_ratio,equity_multiplier,equity_ratio,holder_equity,ncf_from_oa_to_total_liab,inventory_turnover_days,receivable_turnover_days,accounts_payable_turnover_days,cash_cycle,operating_cycle,total_capital_turnover,inventory_turnover,account_receivable_turnover,accounts_payable_turnover,current_asset_turnover_rate,fixed_asset_turnover_ratio
2010-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-4,,,,,,,,1.60184912077548,-0.42974298958018853,203.07866443344687,,235.29427600815274,,,,,,,,,,,,,,,,,,,,,,,
2012-4,-0.10910616869492229,0.25595238095238093,-0.675,0.08695652173913052,,,0.02372284204345263,-0.19701351662048186,-0.3368917549917757,0.4101408162108285,-0.9979803836014993,0.0879181655623652,-0.9996263487514673,,,-0.13260146739578463,,-0.014082280669515886,0.084085734474366,0.1052579167496516,-0.014224329530300863,-0.04717216178058298,0.014429958919058966,-0.7277791846036972,0.1399065257422991,1.5928638030101099,-0.23475503321207672,0.6384890418360817,0.6265561997822057,0.2749250044115053,-0.12273466805260537,-0.6143253823743628,0.3067709996806131,0.18381577880483246,0.36108044454257743
2013-4,-0.3739990579368818,0.16587677725118488,2.076923076923077,-0.23500000000000007,,,-0.3041392472389375,-0.1883721631152235,-0.19860038768604008,0.018215605824205464,-0.9555860057882533,-0.23523533819628772,-3.675618189676744,-0.26945977264967597,-150.86651835372638,-0.34400426626116065,-0.35388770348318116,0.0067959997595046185,-0.13028679026651213,-0.15082439859446806,0.00681396863570322,0.008105987971759859,-0.006768057800930123,1.627906976744186,0.6220632418057627,0.653694952271572,0.3477351845095826,0.26644985116902276,0.6389519682261084,-0.14269896193771636,-0.3835018352759353,-0.3952935969312481,-0.2580145830787405,-0.21212328767123279,-0.042664792083491034
2014-4,0.011286681715575649,0.13414634146341467,-0.1125000000000001,0.15359477124183002,,,0.07276242431508903,-0.05636117197073778,-0.1577512483498823,0.30607083573196736,15.802316644707947,0.1529298915065295,1.6501158416052033,0.1135333504271512,1.4213352631188303,0.01879411788379047,0.012724817664518894,0.005963838753406377,0.14214339245565813,0.15649867374005313,0.0060711619805921815,0.007176206121390259,-0.006020428463203207,-0.2261946902654867,-0.12047713770563297,-0.1584466832967677,-0.11050889170321898,-0.032849900866479036,-0.14093210541003862,0.13690668388763336,0.1369808640427842,0.18827921048137217,0.12423826516607202,0.06815613318264782,0.25242882964301844
2015-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-4,0.49553571428571447,0.2258064516129032,1.028169014084507,0.7563739376770539,0.0025785278949836976,0.4455542021924482,0.4564187820450131,0.3973830488464754,0.1437138281664501,0.22423323102391227,-0.26738240473615593,0.7587673354524554,3.9615314196037406,0.8958338075998294,6.8905164137299275,0.43091897358108944,0.45153142361606824,-0.01022643398627102,0.0635753864100322,0.02330275229357786,-0.010337834495721492,-0.024551463644948028,0.010447939220811704,0.6889295516925892,0.05769954691206275,-0.08920272904747141,0.0015654294919635922,-0.08540591665640623,-0.019826219816938297,0.04231752343084342,-0.05455213596692696,0.09793856767411308,-0.0015626526027932863,-0.03629852689834783,0.2403824471203718
2016-1,,,33.64383561643835,,,,,0.4355629486954997,,0.07836516707180845,,0.5283483207539298,,0.5057897665671871,,,,,,,,,,,,,,,,,,,,,
2016-2,0.08799266727772677,,-0.28272251308900526,0.34161490683229806,,,,0.22016264811461608,0.10925829939528571,0.06882309461345168,,0.3435853690612649,,0.3674787955340198,,,,,,,,,,,,,,,,,,,,,
