,avg_roe,np_per_share,operate_cash_flow_ps,basic_eps,capital_reserve,undistri_profit_ps,net_interest_of_total_assets,net_selling_rate,gross_selling_rate,total_revenue,operating_income_yoy,net_profit_atsopc,net_profit_atsopc_yoy,net_profit_after_nrgal_atsolc,np_atsopc_nrgal_yoy,ore_dlt,rop,asset_liab_ratio,current_ratio,quick_ratio,equity_multiplier,equity_ratio,holder_equity,ncf_from_oa_to_total_liab,inventory_turnover_days,receivable_turnover_days,accounts_payable_turnover_days,cash_cycle,operating_cycle,total_capital_turnover,inventory_turnover,account_receivable_turnover,accounts_payable_turnover,current_asset_turnover_rate,fixed_asset_turnover_ratio
2011-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-4,-0.12087200518022882,0.15636363636363643,-0.12037037037037047,,2.8919037199124724,-0.07081653225806438,-0.11038924715716118,-0.029760992146641452,-0.01848198355987354,0.16037111474567464,,0.12583796565359567,,0.15651097006859505,,-0.25423915340188763,,0.06659144161518936,0.0062424868717970965,-0.008192174766395062,0.014212526855065365,0.08182683158896287,-0.013998564684212381,-0.29193012538849006,1.1386995982740664,0.604174907330759,1.501791359325606,0.38301622386916895,0.6685961439146152,-0.08310530841998268,-0.5324284235396032,-0.3766271806434473,-0.6002850968676909,-0.11609787508048931,0.01589064620668629
2013-4,-0.22465013503560027,0.1855345911949685,0.0,0.018518518518518535,0.0,0.4420938432329806,-0.20026349277640546,-0.0847490957614917,-0.08476550798282506,0.11289599351649551,-0.29603232504629884,0.01858063892759209,-0.85234189990305,0.014830896168483482,-0.905239887292267,-0.14100157603017469,-0.23077243747924037,-0.3193158019733575,0.4574644226940246,0.4570875457087546,-0.06770408994622776,-0.36543535620052764,0.07261160725244611,0.324352958982897,0.31896035953305224,0.334533169626856,-0.1470867379889366,0.6292493201435968,0.332127550735291,-0.1261937244201911,-0.24182162293818646,-0.25067476751936885,0.17245131644680542,-0.13855904421942153,-0.1759264055926514
2014-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-4,-0.11811272957568072,0.16445623342175059,0.09473684210526324,0.018181818181818195,0.0,0.32186069838881565,-0.09218172015635061,-0.043228870915759894,-0.04576660888258517,0.07185944392154467,-0.3634938350340136,0.025523248974036374,0.37360744846886584,0.032126359484128036,1.1661384936956374,-0.12035691339318538,-0.09663072988323902,-0.08629043129356354,0.023022720736266884,0.024756421612046053,-0.012321943546272831,-0.09771309771309772,0.012452353897682898,0.043371428571428616,-0.09659792183132014,0.06816536758935432,-0.7640741667434847,0.30491398968602873,0.04296503776321713,-0.051229508196721195,0.10692082250432496,-0.06381520423490304,3.2385777807777654,-0.007019027484143929,-0.004268088921827728
2015-1,,,,,,,,-0.28047636160357764,,0.13411258525414627,,-0.1839779178423433,,-0.08951679269060547,,,,,,,,,,,,,,,,,,,,,
2015-2,-0.4127659574468085,,-0.23000276778300582,-0.22519582245430805,,,,-0.13597674008507418,-0.0032126409561336468,-0.05349808899751033,,-0.18219981270891072,,-0.15564533316672344,,,,,,,,,,,,,,,,,,,,,
2015-3,,,-0.6093951093951092,-0.33870967741935487,,,,-0.22459782973486975,-0.054939519127980785,-0.03266777334148346,,-0.24992972806746164,,,,,,,,,,,,,,,,,,,,,,,
2015-4,-0.6876122082585279,0.7561731207289295,-0.7530769230769232,-0.49107142857142866,4.275722478353761,-0.21100308276025606,-0.6480321358018072,-0.32385741611828256,-0.06409778654820932,-0.11141964901172949,-2.5505364672483615,-0.39919446428538946,-16.64055949535713,-0.39635328835483924,-13.337452530660524,-0.7434507325570949,-0.487045910192202,-0.5346750327614188,1.1661348589421008,1.1884264661394184,-0.06503273756857203,-0.5645161290322581,0.06963254981786286,-0.6779670299578291,0.10379737966790438,0.5316722957911745,-0.5553570930200106,0.5354506609278703,0.4749865410914401,-0.4793787925537386,-0.09403100111329957,-0.34711902425346974,1.2490126445201772,-0.46346448645886557,0.0128059863168002
2016-1,,0.7237095595562344,0.6201199363602986,,,,-0.6372502937720329,-0.1356775204983422,0.11032669511185508,-0.07011062667398346,-1.5227755698552712,-0.19627832801558054,-0.06685581971757495,-0.19149785729477156,-1.1392361227476342,-0.650307631417983,-0.5802579126200604,-0.3167628631359592,,,-0.024288495411143043,-0.3329097839898349,0.0249229013471635,0.6693916597817107,,,,,,-0.5804630152456239,,,,,
2016-2,-0.610144927536232,0.0032113037893384743,0.23222322232223225,-0.4274080314518394,0.16373595924718123,0.1104616004837735,-0.505683098158881,-0.2504828561188323,-0.007188047823264997,-0.0069015179645499245,0.8709858312460279,-0.25565333974140125,-0.40314489571899026,-0.25510277118196234,-0.63900542902117,-0.28605138266564145,-0.32424069213803264,2.4896318239526027,-0.7518476826926506,-0.7516050709180636,0.13256924546322832,2.9531914893617017,-0.11703135682748354,0.8063878567475691,0.017677607511064536,0.2891621683521172,0.7249640394821687,0.2190451242057047,0.22656573156443763,-0.34060057589469356,-0.017372873994544857,-0.2243028581367036,-0.42026563560565494,-0.29142266620737173,0.0445006303002521
2016-3,-0.22074074074074077,0.022622216924279247,0.15193922431027582,-0.006585365853658489,0.169277660549481,0.18684987800179798,-0.22088499677189727,0.01122441324307644,0.08514652429759847,0.16413365462952623,6.0243051304028405,0.17719790967630272,1.7089905173448567,,,0.10771745676675554,0.12011969510099264,2.3251796292542286,-0.7383419825888639,-0.7350676711633705,0.12107023411371241,2.7247311827956984,-0.10802707819042005,0.7775596072931277,-0.1641902974929564,0.29946580204392276,-0.6204357281849745,0.19857181564306015,0.18237570557313168,-0.22948938611589217,0.19644229577290193,-0.2304531278664465,1.6345545296410764,-0.18099442379182162,0.05600610905435315
2016-4,0.07701149425287356,0.056085918854415204,1.1452492211838006,0.2982456140350878,0.1858175075132682,0.26695119018994945,-0.021068172763703708,0.222105581552586,0.13759527262279395,0.22214179716486396,2.9937354155447857,0.4935924674008536,2.236471490052456,0.4851894546987892,2.2241335375284152,0.36114917328948576,0.2661053012811808,1.8087582528255437,-0.6843563636835581,-0.6828929525915978,0.11412889183306524,2.126984126984127,-0.10247658979143728,-0.3510204081632653,-0.031091645773165415,0.1826801502348292,-0.22125282450414263,0.16799055377129155,0.1614863511315236,-0.19913077834847887,0.0320892543928747,-0.15446281583279656,0.2841327106840527,-0.15476190476190482,0.10266496504345375
2017-1,0.5,0.06053365193150146,-0.019329896907216513,0.4999999999999999,0.21150116162584995,0.27598896044158217,0.3321455566353525,0.051581473366560035,-0.04985620175999202,0.5760378130070675,9.216085920896864,0.6573414261759848,4.349030456801067,0.6442305561288634,4.364165683192514,0.49789072949891966,0.21881991497064765,2.396319929368328,-0.723013368229287,-0.7168568395913494,0.14365795724465558,2.8800000000000003,-0.12568672355509156,0.7525976588188874,-0.721680661164967,-0.06363724130221605,-0.4327889447236181,-0.1866936025328468,-0.19173230118630263,0.26783310901749663,2.592977652804499,0.0679626511556712,0.7630377677893876,0.36058700209643607,0.17430037313432825
