,avg_roe,np_per_share,operate_cash_flow_ps,basic_eps,capital_reserve,undistri_profit_ps,net_interest_of_total_assets,net_selling_rate,gross_selling_rate,total_revenue,operating_income_yoy,net_profit_atsopc,net_profit_atsopc_yoy,net_profit_after_nrgal_atsolc,np_atsopc_nrgal_yoy,ore_dlt,rop,asset_liab_ratio,current_ratio,quick_ratio,equity_multiplier,equity_ratio,holder_equity,ncf_from_oa_to_total_liab,inventory_turnover_days,receivable_turnover_days,accounts_payable_turnover_days,cash_cycle,operating_cycle,total_capital_turnover,inventory_turnover,account_receivable_turnover,accounts_payable_turnover,current_asset_turnover_rate,fixed_asset_turnover_ratio
2018-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-4,,-1.8487394957983196,-0.6862745098039215,,,,-1.817065927539101,-2.0723931504942223,-0.23573689083798227,-0.1285518561751345,,-1.7049172675023316,,-2.2692192824597006,,,,0.15275809744222366,-0.16592095451155847,-0.17975508369846088,,,-1.666440395379302,-0.6304985337243402,0.005821304027675399,0.07537015487983656,0.08181351182690094,-0.009013486526954152,0.05674102151056499,-0.08315874294923463,-0.005788147792706296,-0.07008771210754973,-0.07562616519413143,-0.0736811081638667,-0.16386817515103647
2020-4,,1.5148514851485149,0.7325581395348837,,-0.6096992305898812,0.6431152673062017,0.06208447536720777,-0.030516588347242468,-0.48782751782625206,0.008682285486218771,1.0675368722384715,-0.06979067949102735,0.9590648694335268,-10.645553757106281,-3.691285415819275,,-0.12465440036430273,-0.15613739522577075,0.2254135002235136,0.2655800575263664,,,2.9462482800521794,0.11330935251798561,-0.039908282225537293,-0.07644721069966007,-0.05619447875323862,-0.09844400287674,-0.06713161216164439,-0.08982246440499196,0.041567373533226724,0.08277503526093077,0.05954051210101705,-0.09306395163856188,-0.01938246010034721
2021-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-4,,1.4807692307692308,-0.1739130434782609,,0.03255675029868581,0.20065436904157496,0.43636354553810497,0.46393376476248116,0.594377037411884,0.25145632277965496,27.962911771481227,0.3242579391352086,5.646129157054635,-1.6672749197192462,0.8433829747141389,0.808317270492141,0.4089292829965551,-0.25494060057053974,0.39954400364797077,0.39534632034632017,-0.6759388341901194,-0.7718515354525426,2.085810823218319,-1.0709939148073022,-0.010800861690271014,-0.1328014111802599,-0.07911007376334707,-0.16576584189142018,-0.1007896852181538,0.05137118578601768,0.010918358481276627,0.15313848408369304,0.08590581809153366,0.05156990001754075,0.31998949172473334
2022-1,,,,,,,,0.9767268971022091,,1.3646475104239153,,0.9735512522612852,,0.8940082473477581,,,,,,,,,,,,,,,,,,,,,
2022-2,,0.11960553695829196,0.32462262619704585,,0.13962858503351516,-0.10279946676823454,0.7279874213836478,0.840057260051479,0.6992248734008049,0.8161748748304343,,0.7294232587537272,,0.6724673702966684,,0.7583333739621372,0.6846229929845249,-0.02522664058702006,0.13477088948787075,0.06631252766710931,-0.055950319460201896,-0.07997339762241255,0.059268017376799924,0.3444108761329305,-0.24135719831370586,-0.30890144206280684,-0.28471978824705213,-0.2892312928993569,-0.28603820621593595,0.7006993006993009,0.3181428396422884,0.4469715106535792,0.39805327868852436,0.712833545108005,0.9926189484840456
2022-3,,,,0.696969696969697,,,,0.7954890998551436,0.5738828340870279,0.6010981734389524,,0.6867080755536167,,,,,,,,,,,,,,,,,,,,,,,
