,symbol,name,codename,industry
4085,SZ300380,安硕信息,SZ300380 安硕信息,软件开发
4086,SZ300381,溢多利,SZ300381 溢多利,化学制药
4087,SZ300382,斯莱克,SZ300382 斯莱克,专用设备
4088,SZ300383,光环新网,SZ300383 光环新网,IT服务
4089,SZ300384,三联虹普,SZ300384 三联虹普,专业工程
4090,SZ300385,雪浪环境,SZ300385 雪浪环境,环境治理
4091,SZ300387,富邦股份,SZ300387 富邦股份,农化制品
4092,SZ300388,节能国祯,SZ300388 节能国祯,环境治理
4093,SZ300389,艾比森,SZ300389 艾比森,光学光电子
4094,SZ300390,天华新能,SZ300390 天华新能,能源金属
4095,SZ300391,长药控股,SZ300391 长药控股,中药
4096,SZ300392,*ST腾信,SZ300392 *ST腾信,广告营销
4097,SZ300393,中来股份,SZ300393 中来股份,光伏设备
4098,SZ300394,天孚通信,SZ300394 天孚通信,通信设备
4099,SZ300395,菲利华,SZ300395 菲利华,航空装备
4100,SZ300396,迪瑞医疗,SZ300396 迪瑞医疗,医疗器械
4101,SZ300397,天和防务,SZ300397 天和防务,军工电子
4102,SZ300398,飞凯材料,SZ300398 飞凯材料,电子化学品
4103,SZ300399,天利科技,SZ300399 天利科技,IT服务
4104,SZ300400,劲拓股份,SZ300400 劲拓股份,自动化设备
4105,SZ300401,花园生物,SZ300401 花园生物,化学制药
4106,SZ300402,宝色股份,SZ300402 宝色股份,通用设备
4107,SZ300403,汉宇集团,SZ300403 汉宇集团,家电零部件
4108,SZ300404,博济医药,SZ300404 博济医药,医疗服务
4109,SZ300405,科隆股份,SZ300405 科隆股份,
4110,SZ300406,九强生物,SZ300406 九强生物,医疗器械
4111,SZ300407,凯发电气,SZ300407 凯发电气,
4112,SZ300408,三环集团,SZ300408 三环集团,元件
4113,SZ300409,道氏技术,SZ300409 道氏技术,电池
4114,SZ300410,正业科技,SZ300410 正业科技,电池
4115,SZ300411,金盾股份,SZ300411 金盾股份,
4116,SZ300412,迦南科技,SZ300412 迦南科技,专用设备
4117,SZ300413,芒果超媒,SZ300413 芒果超媒,数字媒体
4118,SZ300414,中光防雷,SZ300414 中光防雷,通信设备
4119,SZ300415,伊之密,SZ300415 伊之密,专用设备
4120,SZ300416,苏试试验,SZ300416 苏试试验,专业服务
4121,SZ300417,南华仪器,SZ300417 南华仪器,通用设备
4122,SZ300418,昆仑万维,SZ300418 昆仑万维,游戏
4123,SZ300419,浩丰科技,SZ300419 浩丰科技,IT服务
4124,SZ300420,五洋停车,SZ300420 五洋停车,
4125,SZ300421,力星股份,SZ300421 力星股份,通用设备
4126,SZ300422,博世科,SZ300422 博世科,环境治理
4127,SZ300423,昇辉科技,SZ300423 昇辉科技,电网设备
4128,SZ300424,航新科技,SZ300424 航新科技,航空装备
4129,SZ300425,中建环能,SZ300425 中建环能,环保设备
4130,SZ300426,唐德影视,SZ300426 唐德影视,影视院线
4131,SZ300427,红相股份,SZ300427 红相股份,电网设备
4132,SZ300428,立中集团,SZ300428 立中集团,
4133,SZ300429,强力新材,SZ300429 强力新材,电子化学品
4134,SZ300430,诚益通,SZ300430 诚益通,
4135,SZ300432,富临精工,SZ300432 富临精工,汽车零部件
4136,SZ300433,蓝思科技,SZ300433 蓝思科技,消费电子
4137,SZ300434,金石亚药,SZ300434 金石亚药,化学制药
4138,SZ300435,中泰股份,SZ300435 中泰股份,燃气
4139,SZ300436,广生堂,SZ300436 广生堂,
4140,SZ300437,清水源,SZ300437 清水源,环境治理
4141,SZ300438,鹏辉能源,SZ300438 鹏辉能源,电池
4142,SZ300439,美康生物,SZ300439 美康生物,医疗器械
4143,SZ300440,运达科技,SZ300440 运达科技,IT服务
4144,SZ300441,鲍斯股份,SZ300441 鲍斯股份,
4145,SZ300442,润泽科技,SZ300442 润泽科技,专用设备
4146,SZ300443,金雷股份,SZ300443 金雷股份,风电设备
4147,SZ300444,双杰电气,SZ300444 双杰电气,电网设备
4148,SZ300445,康斯特,SZ300445 康斯特,通用设备
4149,SZ300446,乐凯新材,SZ300446 乐凯新材,电子化学品
4150,SZ300447,全信股份,SZ300447 全信股份,军工电子
4151,SZ300448,浩云科技,SZ300448 浩云科技,IT服务
4152,SZ300449,汉邦高科,SZ300449 汉邦高科,计算机设备
4153,SZ300450,先导智能,SZ300450 先导智能,电池
4154,SZ300451,创业慧康,SZ300451 创业慧康,软件开发
4155,SZ300452,山河药辅,SZ300452 山河药辅,化学制药
4156,SZ300453,三鑫医疗,SZ300453 三鑫医疗,医疗器械
4157,SZ300454,深信服,SZ300454 深信服,软件开发
4158,SZ300455,康拓红外,SZ300455 康拓红外,计算机设备
4159,SZ300456,赛微电子,SZ300456 赛微电子,半导体
4160,SZ300457,赢合科技,SZ300457 赢合科技,电池
4161,SZ300458,全志科技,SZ300458 全志科技,半导体
4162,SZ300459,汤姆猫,SZ300459 汤姆猫,游戏
4163,SZ300460,惠伦晶体,SZ300460 惠伦晶体,元件
4164,SZ300461,田中精机,SZ300461 田中精机,自动化设备
4165,SZ300462,华铭智能,SZ300462 华铭智能,计算机设备
4166,SZ300463,迈克生物,SZ300463 迈克生物,医疗器械
4167,SZ300464,星徽股份,SZ300464 星徽股份,互联网电商
4168,SZ300465,高伟达,SZ300465 高伟达,软件开发
4169,SZ300466,赛摩智能,SZ300466 赛摩智能,
4170,SZ300467,迅游科技,SZ300467 迅游科技,游戏
4171,SZ300468,四方精创,SZ300468 四方精创,软件开发
4172,SZ300469,信息发展,SZ300469 信息发展,软件开发
4173,SZ300470,中密控股,SZ300470 中密控股,通用设备
4174,SZ300471,厚普股份,SZ300471 厚普股份,
4175,SZ300472,新元科技,SZ300472 新元科技,
4176,SZ300473,德尔股份,SZ300473 德尔股份,
4177,SZ300474,景嘉微,SZ300474 景嘉微,军工电子
4178,SZ300475,香农芯创,SZ300475 香农芯创,其他电子
4179,SZ300476,胜宏科技,SZ300476 胜宏科技,元件
4180,SZ300477,合纵科技,SZ300477 合纵科技,电网设备
4181,SZ300478,杭州高新,SZ300478 杭州高新,塑料
4182,SZ300479,神思电子,SZ300479 神思电子,计算机设备
4183,SZ300480,光力科技,SZ300480 光力科技,专用设备
4184,SZ300481,濮阳惠成,SZ300481 濮阳惠成,电子化学品
4185,SZ300482,万孚生物,SZ300482 万孚生物,医疗器械
4186,SZ300483,首华燃气,SZ300483 首华燃气,燃气
4187,SZ300484,蓝海华腾,SZ300484 蓝海华腾,自动化设备
4188,SZ300485,赛升药业,SZ300485 赛升药业,生物制品
4189,SZ300486,东杰智能,SZ300486 东杰智能,自动化设备
4190,SZ300487,蓝晓科技,SZ300487 蓝晓科技,塑料
4191,SZ300488,恒锋工具,SZ300488 恒锋工具,
4192,SZ300489,光智科技,SZ300489 光智科技,自动化设备
4193,SZ300490,华自科技,SZ300490 华自科技,电网设备
4194,SZ300491,通合科技,SZ300491 通合科技,其他电源设备
4195,SZ300492,华图山鼎,SZ300492 华图山鼎,工程咨询服务
4196,SZ300493,润欣科技,SZ300493 润欣科技,其他电子
4197,SZ300494,盛天网络,SZ300494 盛天网络,游戏
4198,SZ300495,*ST美尚,SZ300495 *ST美尚,基础建设
4199,SZ300496,中科创达,SZ300496 中科创达,IT服务
4200,SZ300497,富祥药业,SZ300497 富祥药业,
4201,SZ300498,温氏股份,SZ300498 温氏股份,养殖业
4202,SZ300499,高澜股份,SZ300499 高澜股份,专用设备
4203,SZ300500,启迪设计,SZ300500 启迪设计,工程咨询服务
4204,SZ300501,海顺新材,SZ300501 海顺新材,包装印刷
4205,SZ300502,新易盛,SZ300502 新易盛,通信设备
4206,SZ300503,昊志机电,SZ300503 昊志机电,
4207,SZ300504,天邑股份,SZ300504 天邑股份,通信设备
4208,SZ300505,川金诺,SZ300505 川金诺,农化制品
4209,SZ300506,名家汇,SZ300506 名家汇,装修装饰
4210,SZ300507,苏奥传感,SZ300507 苏奥传感,
4211,SZ300508,维宏股份,SZ300508 维宏股份,计算机设备
4212,SZ300509,新美星,SZ300509 新美星,
4213,SZ300510,金冠股份,SZ300510 金冠股份,电网设备
4214,SZ300511,雪榕生物,SZ300511 雪榕生物,种植业
4215,SZ300512,中亚股份,SZ300512 中亚股份,专用设备
4216,SZ300513,恒实科技,SZ300513 恒实科技,通信服务
4217,SZ300514,友讯达,SZ300514 友讯达,电网设备
4218,SZ300515,三德科技,SZ300515 三德科技,
4219,SZ300516,久之洋,SZ300516 久之洋,其他电子
4220,SZ300517,海波重科,SZ300517 海波重科,专业工程
4221,SZ300518,盛讯达,SZ300518 盛讯达,互联网电商
4222,SZ300519,新光药业,SZ300519 新光药业,中药
4223,SZ300520,科大国创,SZ300520 科大国创,软件开发
4224,SZ300521,爱司凯,SZ300521 爱司凯,专用设备
4225,SZ300522,世名科技,SZ300522 世名科技,
4226,SZ300523,辰安科技,SZ300523 辰安科技,IT服务
4227,SZ300525,博思软件,SZ300525 博思软件,软件开发
4228,SZ300526,*ST中潜,SZ300526 *ST中潜,服装家纺
4229,SZ300527,中船应急,SZ300527 中船应急,地面兵装
4230,SZ300528,幸福蓝海,SZ300528 幸福蓝海,影视院线
4231,SZ300529,健帆生物,SZ300529 健帆生物,医疗器械
4232,SZ300530,达志科技,SZ300530 达志科技,
4233,SZ300531,优博讯,SZ300531 优博讯,计算机设备
4234,SZ300532,今天国际,SZ300532 今天国际,IT服务
4235,SZ300533,冰川网络,SZ300533 冰川网络,游戏
4236,SZ300534,陇神戎发,SZ300534 陇神戎发,中药
4237,SZ300535,达威股份,SZ300535 达威股份,
4238,SZ300536,农尚环境,SZ300536 农尚环境,基础建设
4239,SZ300537,广信材料,SZ300537 广信材料,电子化学品
4240,SZ300538,同益股份,SZ300538 同益股份,塑料
4241,SZ300539,横河精密,SZ300539 横河精密,塑料
4242,SZ300540,蜀道装备,SZ300540 蜀道装备,
4243,SZ300541,先进数通,SZ300541 先进数通,IT服务
4244,SZ300542,新晨科技,SZ300542 新晨科技,软件开发
4245,SZ300543,朗科智能,SZ300543 朗科智能,消费电子
4246,SZ300545,联得装备,SZ300545 联得装备,光学光电子
4247,SZ300546,雄帝科技,SZ300546 雄帝科技,计算机设备
4248,SZ300547,川环科技,SZ300547 川环科技,汽车零部件
4249,SZ300549,优德精密,SZ300549 优德精密,
4250,SZ300550,和仁科技,SZ300550 和仁科技,软件开发
4251,SZ300551,古鳌科技,SZ300551 古鳌科技,计算机设备
4252,SZ300552,万集科技,SZ300552 万集科技,计算机设备
4253,SZ300553,集智股份,SZ300553 集智股份,通用设备
4254,SZ300554,三超新材,SZ300554 三超新材,通用设备
4255,SZ300555,ST路通,SZ300555 ST路通,通信设备
4256,SZ300557,理工光科,SZ300557 理工光科,
4257,SZ300558,贝达药业,SZ300558 贝达药业,化学制药
4258,SZ300559,佳发教育,SZ300559 佳发教育,软件开发
4259,SZ300560,中富通,SZ300560 中富通,通信服务
4260,SZ300561,汇金科技,SZ300561 汇金科技,
4261,SZ300562,乐心医疗,SZ300562 乐心医疗,医疗器械
4262,SZ300563,神宇股份,SZ300563 神宇股份,通信设备
4263,SZ300564,筑博设计,SZ300564 筑博设计,工程咨询服务
4264,SZ300565,科信技术,SZ300565 科信技术,通信设备
4265,SZ300566,激智科技,SZ300566 激智科技,光学光电子
4266,SZ300567,精测电子,SZ300567 精测电子,通用设备
4267,SZ300568,星源材质,SZ300568 星源材质,电池
4268,SZ300569,天能重工,SZ300569 天能重工,风电设备
4269,SZ300570,太辰光,SZ300570 太辰光,通信设备
4270,SZ300572,安车检测,SZ300572 安车检测,专业服务
4271,SZ300573,兴齐眼药,SZ300573 兴齐眼药,化学制药
4272,SZ300575,中旗股份,SZ300575 中旗股份,农化制品
4273,SZ300576,容大感光,SZ300576 容大感光,电子化学品
4274,SZ300577,开润股份,SZ300577 开润股份,服装家纺
4275,SZ300578,会畅通讯,SZ300578 会畅通讯,通信服务
4276,SZ300579,数字认证,SZ300579 数字认证,软件开发
4277,SZ300580,贝斯特,SZ300580 贝斯特,汽车零部件
4278,SZ300581,晨曦航空,SZ300581 晨曦航空,航空装备
4279,SZ300582,英飞特,SZ300582 英飞特,光学光电子
4280,SZ300583,赛托生物,SZ300583 赛托生物,化学制药
4281,SZ300584,海辰药业,SZ300584 海辰药业,
4282,SZ300585,奥联电子,SZ300585 奥联电子,
4283,SZ300586,美联新材,SZ300586 美联新材,塑料
4284,SZ300587,天铁股份,SZ300587 天铁股份,橡胶
4285,SZ300588,熙菱信息,SZ300588 熙菱信息,计算机设备
4286,SZ300589,江龙船艇,SZ300589 江龙船艇,航海装备
4287,SZ300590,移为通信,SZ300590 移为通信,通信设备
4288,SZ300591,万里马,SZ300591 万里马,服装家纺
4289,SZ300592,华凯易佰,SZ300592 华凯易佰,互联网电商
4290,SZ300593,新雷能,SZ300593 新雷能,其他电源设备
4291,SZ300594,朗进科技,SZ300594 朗进科技,轨交设备
4292,SZ300594,朗进科技,SZ300594 朗进科技,轨交设备
4293,SZ300595,欧普康视,SZ300595 欧普康视,医疗器械
4294,SZ300596,利安隆,SZ300596 利安隆,
4295,SZ300597,吉大通信,SZ300597 吉大通信,通信服务
4296,SZ300598,诚迈科技,SZ300598 诚迈科技,软件开发
4297,SZ300599,雄塑科技,SZ300599 雄塑科技,装修建材
4298,SZ300600,国瑞科技,SZ300600 国瑞科技,航海装备
4299,SZ300601,康泰生物,SZ300601 康泰生物,生物制品
4300,SZ300602,飞荣达,SZ300602 飞荣达,消费电子
4301,SZ300603,立昂技术,SZ300603 立昂技术,通信服务
4302,SZ300604,长川科技,SZ300604 长川科技,半导体
4303,SZ300605,恒锋信息,SZ300605 恒锋信息,软件开发
4304,SZ300606,金太阳,SZ300606 金太阳,
4305,SZ300607,拓斯达,SZ300607 拓斯达,自动化设备
4306,SZ300608,思特奇,SZ300608 思特奇,软件开发
4307,SZ300609,汇纳科技,SZ300609 汇纳科技,
4308,SZ300610,晨化股份,SZ300610 晨化股份,化学制品
4309,SZ300611,美力科技,SZ300611 美力科技,
4310,SZ300612,宣亚国际,SZ300612 宣亚国际,广告营销
4311,SZ300613,富瀚微,SZ300613 富瀚微,半导体
4312,SZ300614,百川畅银,SZ300614 百川畅银,环境治理
4313,SZ300615,欣天科技,SZ300615 欣天科技,通信设备
4314,SZ300616,尚品宅配,SZ300616 尚品宅配,家居用品
4315,SZ300617,安靠智电,SZ300617 安靠智电,电网设备
4316,SZ300618,寒锐钴业,SZ300618 寒锐钴业,能源金属
4317,SZ300619,金银河,SZ300619 金银河,电池
4318,SZ300620,光库科技,SZ300620 光库科技,通信设备
4319,SZ300621,维业股份,SZ300621 维业股份,装修装饰
4320,SZ300622,博士眼镜,SZ300622 博士眼镜,专业连锁
4321,SZ300623,捷捷微电,SZ300623 捷捷微电,半导体
4322,SZ300625,三雄极光,SZ300625 三雄极光,照明设备
4323,SZ300626,华瑞股份,SZ300626 华瑞股份,电机
4324,SZ300627,华测导航,SZ300627 华测导航,通信设备
4325,SZ300628,亿联网络,SZ300628 亿联网络,通信设备
4326,SZ300629,新劲刚,SZ300629 新劲刚,军工电子
4327,SZ300630,普利制药,SZ300630 普利制药,
4328,SZ300631,久吾高科,SZ300631 久吾高科,环保设备
4329,SZ300632,光莆股份,SZ300632 光莆股份,光学光电子
4330,SZ300633,开立医疗,SZ300633 开立医疗,医疗器械
4331,SZ300634,彩讯股份,SZ300634 彩讯股份,IT服务
4332,SZ300635,中达安,SZ300635 中达安,工程咨询服务
4333,SZ300636,同和药业,SZ300636 同和药业,化学制药
4334,SZ300637,扬帆新材,SZ300637 扬帆新材,化学制品
4335,SZ300638,广和通,SZ300638 广和通,通信设备
4336,SZ300639,凯普生物,SZ300639 凯普生物,医疗器械
4337,SZ300640,德艺文创,SZ300640 德艺文创,家居用品
4338,SZ300641,正丹股份,SZ300641 正丹股份,
4339,SZ300642,透景生命,SZ300642 透景生命,医疗器械
4340,SZ300643,万通智控,SZ300643 万通智控,汽车零部件
4341,SZ300644,南京聚隆,SZ300644 南京聚隆,塑料
4342,SZ300645,正元智慧,SZ300645 正元智慧,计算机设备
4343,SZ300647,超频三,SZ300647 超频三,消费电子
4344,SZ300648,星云股份,SZ300648 星云股份,电池
4345,SZ300649,杭州园林,SZ300649 杭州园林,基础建设
4346,SZ300650,太龙股份,SZ300650 太龙股份,其他电子
4347,SZ300651,金陵体育,SZ300651 金陵体育,体育
4348,SZ300652,雷迪克,SZ300652 雷迪克,汽车零部件
4349,SZ300653,正海生物,SZ300653 正海生物,医疗器械
4350,SZ300654,世纪天鸿,SZ300654 世纪天鸿,出版
4351,SZ300655,晶瑞电材,SZ300655 晶瑞电材,电子化学品
4352,SZ300656,民德电子,SZ300656 民德电子,其他电子
4353,SZ300657,弘信电子,SZ300657 弘信电子,元件
4354,SZ300658,延江股份,SZ300658 延江股份,个护用品
4355,SZ300659,中孚信息,SZ300659 中孚信息,计算机设备
4356,SZ300660,江苏雷利,SZ300660 江苏雷利,电机
4357,SZ300661,圣邦股份,SZ300661 圣邦股份,半导体
4358,SZ300662,科锐国际,SZ300662 科锐国际,专业服务
4359,SZ300663,科蓝软件,SZ300663 科蓝软件,软件开发
4360,SZ300664,鹏鹞环保,SZ300664 鹏鹞环保,环境治理
4361,SZ300665,飞鹿股份,SZ300665 飞鹿股份,
4362,SZ300666,江丰电子,SZ300666 江丰电子,半导体
4363,SZ300667,必创科技,SZ300667 必创科技,
4364,SZ300668,杰恩设计,SZ300668 杰恩设计,工程咨询服务
4365,SZ300669,沪宁股份,SZ300669 沪宁股份,
4366,SZ300670,大烨智能,SZ300670 大烨智能,电网设备
4367,SZ300671,富满微,SZ300671 富满微,半导体
4368,SZ300672,国科微,SZ300672 国科微,半导体
4369,SZ300673,佩蒂股份,SZ300673 佩蒂股份,饲料
4370,SZ300674,宇信科技,SZ300674 宇信科技,IT服务
4371,SZ300675,建科院,SZ300675 建科院,工程咨询服务
4372,SZ300676,华大基因,SZ300676 华大基因,医疗服务
4373,SZ300677,英科医疗,SZ300677 英科医疗,医疗器械
4374,SZ300678,中科信息,SZ300678 中科信息,IT服务
4375,SZ300679,电连技术,SZ300679 电连技术,消费电子
4376,SZ300680,隆盛科技,SZ300680 隆盛科技,
4377,SZ300681,英搏尔,SZ300681 英搏尔,
4378,SZ300682,朗新科技,SZ300682 朗新科技,IT服务
4379,SZ300683,海特生物,SZ300683 海特生物,生物制品
4380,SZ300684,中石科技,SZ300684 中石科技,电子化学品
4381,SZ300685,艾德生物,SZ300685 艾德生物,医疗器械
4382,SZ300686,智动力,SZ300686 智动力,消费电子
4383,SZ300687,赛意信息,SZ300687 赛意信息,IT服务
4384,SZ300689,澄天伟业,SZ300689 澄天伟业,通信设备
4385,SZ300690,双一科技,SZ300690 双一科技,风电设备
4386,SZ300691,联合光电,SZ300691 联合光电,计算机设备
4387,SZ300692,中环环保,SZ300692 中环环保,环境治理
4388,SZ300693,盛弘股份,SZ300693 盛弘股份,其他电源设备
4389,SZ300694,蠡湖股份,SZ300694 蠡湖股份,
4390,SZ300695,兆丰股份,SZ300695 兆丰股份,汽车零部件
4391,SZ300696,爱乐达,SZ300696 爱乐达,航空装备
4392,SZ300697,电工合金,SZ300697 电工合金,工业金属
4393,SZ300698,万马科技,SZ300698 万马科技,通信设备
4394,SZ300699,光威复材,SZ300699 光威复材,航空装备
4395,SZ300700,岱勒新材,SZ300700 岱勒新材,通用设备
4396,SZ300701,森霸传感,SZ300701 森霸传感,光学光电子
4397,SZ300702,天宇股份,SZ300702 天宇股份,化学制药
4398,SZ300703,创源股份,SZ300703 创源股份,文娱用品
4399,SZ300705,九典制药,SZ300705 九典制药,
4400,SZ300706,阿石创,SZ300706 阿石创,半导体
4401,SZ300707,威唐工业,SZ300707 威唐工业,
4402,SZ300708,聚灿光电,SZ300708 聚灿光电,光学光电子
4403,SZ300709,精研科技,SZ300709 精研科技,消费电子
4404,SZ300710,万隆光电,SZ300710 万隆光电,通信设备
4405,SZ300711,广哈通信,SZ300711 广哈通信,通信设备
4406,SZ300712,永福股份,SZ300712 永福股份,专业工程
4407,SZ300713,英可瑞,SZ300713 英可瑞,其他电源设备
4408,SZ300715,凯伦股份,SZ300715 凯伦股份,装修建材
4409,SZ300717,华信新材,SZ300717 华信新材,塑料
4410,SZ300718,长盛轴承,SZ300718 长盛轴承,工程机械
4411,SZ300719,安达维尔,SZ300719 安达维尔,航空装备
4412,SZ300720,海川智能,SZ300720 海川智能,
4413,SZ300721,怡达股份,SZ300721 怡达股份,
4414,SZ300722,新余国科,SZ300722 新余国科,航天装备
4415,SZ300723,一品红,SZ300723 一品红,
4416,SZ300724,捷佳伟创,SZ300724 捷佳伟创,光伏设备
4417,SZ300725,药石科技,SZ300725 药石科技,医疗服务
4418,SZ300726,宏达电子,SZ300726 宏达电子,军工电子
4419,SZ300727,润禾材料,SZ300727 润禾材料,化学制品
4420,SZ300729,乐歌股份,SZ300729 乐歌股份,家居用品
4421,SZ300730,科创信息,SZ300730 科创信息,软件开发
4422,SZ300731,科创新源,SZ300731 科创新源,橡胶
4423,SZ300732,设研院,SZ300732 设研院,工程咨询服务
4424,SZ300733,西菱动力,SZ300733 西菱动力,
4425,SZ300735,光弘科技,SZ300735 光弘科技,消费电子
4426,SZ300736,百邦科技,SZ300736 百邦科技,其他电子
4427,SZ300737,科顺股份,SZ300737 科顺股份,装修建材
4428,SZ300738,奥飞数据,SZ300738 奥飞数据,IT服务
4429,SZ300739,明阳电路,SZ300739 明阳电路,元件
4430,SZ300740,水羊股份,SZ300740 水羊股份,化妆品
4431,SZ300741,华宝股份,SZ300741 华宝股份,化学制品
4432,SZ300742,越博动力,SZ300742 越博动力,
4433,SZ300743,天地数码,SZ300743 天地数码,计算机设备
4434,SZ300745,欣锐科技,SZ300745 欣锐科技,
4435,SZ300746,汉嘉设计,SZ300746 汉嘉设计,工程咨询服务
4436,SZ300747,锐科激光,SZ300747 锐科激光,自动化设备
4437,SZ300748,金力永磁,SZ300748 金力永磁,金属新材料
4438,SZ300749,顶固集创,SZ300749 顶固集创,家居用品
4439,SZ300750,宁德时代,SZ300750 宁德时代,电池
4440,SZ300751,迈为股份,SZ300751 迈为股份,光伏设备
4441,SZ300752,隆利科技,SZ300752 隆利科技,光学光电子
4442,SZ300753,爱朋医疗,SZ300753 爱朋医疗,医疗器械
4443,SZ300755,华致酒行,SZ300755 华致酒行,专业连锁
4444,SZ300757,罗博特科,SZ300757 罗博特科,自动化设备
4445,SZ300758,七彩化学,SZ300758 七彩化学,
4446,SZ300759,康龙化成,SZ300759 康龙化成,医疗服务
4447,SZ300760,迈瑞医疗,SZ300760 迈瑞医疗,医疗器械
4448,SZ300761,立华股份,SZ300761 立华股份,养殖业
4449,SZ300762,上海瀚讯,SZ300762 上海瀚讯,军工电子
4450,SZ300763,锦浪科技,SZ300763 锦浪科技,光伏设备
4451,SZ300765,新诺威,SZ300765 新诺威,
4452,SZ300767,震安科技,SZ300767 震安科技,橡胶
4453,SZ300768,迪普科技,SZ300768 迪普科技,软件开发
4454,SZ300769,德方纳米,SZ300769 德方纳米,电池
4455,SZ300771,智莱科技,SZ300771 智莱科技,计算机设备
4456,SZ300772,运达股份,SZ300772 运达股份,风电设备
4457,SZ300773,拉卡拉,SZ300773 拉卡拉,多元金融
4458,SZ300774,倍杰特,SZ300774 倍杰特,环境治理
4459,SZ300775,三角防务,SZ300775 三角防务,航空装备
4460,SZ300776,帝尔激光,SZ300776 帝尔激光,光伏设备
4461,SZ300777,中简科技,SZ300777 中简科技,航空装备
4462,SZ300778,新城市,SZ300778 新城市,工程咨询服务
4463,SZ300779,惠城环保,SZ300779 惠城环保,环境治理
4464,SZ300780,德恩精工,SZ300780 德恩精工,
4465,SZ300781,因赛集团,SZ300781 因赛集团,广告营销
4466,SZ300782,卓胜微,SZ300782 卓胜微,半导体
4467,SZ300783,三只松鼠,SZ300783 三只松鼠,休闲食品
4468,SZ300786,国林科技,SZ300786 国林科技,环保设备
4469,SZ300787,海能实业,SZ300787 海能实业,消费电子
4470,SZ300788,中信出版,SZ300788 中信出版,出版
4471,SZ300789,唐源电气,SZ300789 唐源电气,计算机设备
4472,SZ300790,宇瞳光学,SZ300790 宇瞳光学,计算机设备
4473,SZ300791,仙乐健康,SZ300791 仙乐健康,食品加工
4474,SZ300793,佳禾智能,SZ300793 佳禾智能,消费电子
4475,SZ300795,米奥会展,SZ300795 米奥会展,专业服务
4476,SZ300796,贝斯美,SZ300796 贝斯美,农化制品
4477,SZ300797,钢研纳克,SZ300797 钢研纳克,专业服务
4478,SZ300798,锦鸡股份,SZ300798 锦鸡股份,
4479,SZ300799,左江科技,SZ300799 左江科技,软件开发
4480,SZ300800,力合科技,SZ300800 力合科技,环保设备
4481,SZ300801,泰和科技,SZ300801 泰和科技,化学制品
4482,SZ300802,矩子科技,SZ300802 矩子科技,自动化设备
4483,SZ300803,指南针,SZ300803 指南针,软件开发
4484,SZ300805,电声股份,SZ300805 电声股份,广告营销
4485,SZ300806,斯迪克,SZ300806 斯迪克,塑料
4486,SZ300807,天迈科技,SZ300807 天迈科技,计算机设备
4487,SZ300808,久量股份,SZ300808 久量股份,光学光电子
4488,SZ300809,华辰装备,SZ300809 华辰装备,
4489,SZ300810,中科海讯,SZ300810 中科海讯,航海装备
4490,SZ300811,铂科新材,SZ300811 铂科新材,金属新材料
4491,SZ300812,易天股份,SZ300812 易天股份,消费电子
4492,SZ300813,泰林生物,SZ300813 泰林生物,专用设备
4493,SZ300814,中富电路,SZ300814 中富电路,元件
4494,SZ300815,玉禾田,SZ300815 玉禾田,环境治理
4495,SZ300816,艾可蓝,SZ300816 艾可蓝,
4496,SZ300817,双飞股份,SZ300817 双飞股份,
4497,SZ300818,耐普矿机,SZ300818 耐普矿机,
4498,SZ300819,聚杰微纤,SZ300819 聚杰微纤,纺织制造
4499,SZ300820,英杰电气,SZ300820 英杰电气,其他电源设备
4500,SZ300821,东岳硅材,SZ300821 东岳硅材,
4501,SZ300822,贝仕达克,SZ300822 贝仕达克,消费电子
4502,SZ300823,建科机械,SZ300823 建科机械,专用设备
4503,SZ300824,北鼎股份,SZ300824 北鼎股份,小家电
4504,SZ300825,阿尔特,SZ300825 阿尔特,汽车服务
4505,SZ300826,测绘股份,SZ300826 测绘股份,工程咨询服务
4506,SZ300827,上能电气,SZ300827 上能电气,光伏设备
4507,SZ300828,锐新科技,SZ300828 锐新科技,通用设备
4508,SZ300829,金丹科技,SZ300829 金丹科技,化学制品
4509,SZ300830,金现代,SZ300830 金现代,软件开发
4510,SZ300831,派瑞股份,SZ300831 派瑞股份,半导体
4511,SZ300832,新产业,SZ300832 新产业,医疗器械
4512,SZ300833,浩洋股份,SZ300833 浩洋股份,专用设备
4513,SZ300834,星辉环材,SZ300834 星辉环材,塑料
4514,SZ300835,龙磁科技,SZ300835 龙磁科技,金属新材料
4515,SZ300836,佰奥智能,SZ300836 佰奥智能,专用设备
4516,SZ300837,浙矿股份,SZ300837 浙矿股份,
4517,SZ300838,浙江力诺,SZ300838 浙江力诺,通用设备
4518,SZ300839,博汇股份,SZ300839 博汇股份,炼化及贸易
4519,SZ300840,酷特智能,SZ300840 酷特智能,服装家纺
4520,SZ300841,康华生物,SZ300841 康华生物,生物制品
4521,SZ300842,帝科股份,SZ300842 帝科股份,光伏设备
4522,SZ300843,胜蓝股份,SZ300843 胜蓝股份,消费电子
4523,SZ300844,山水比德,SZ300844 山水比德,工程咨询服务
4524,SZ300845,捷安高科,SZ300845 捷安高科,计算机设备
4525,SZ300847,中船汉光,SZ300847 中船汉光,化学制品
4526,SZ300848,美瑞新材,SZ300848 美瑞新材,
4527,SZ300849,锦盛新材,SZ300849 锦盛新材,化妆品
4528,SZ300850,新强联,SZ300850 新强联,风电设备
4529,SZ300851,交大思诺,SZ300851 交大思诺,轨交设备
