,symbol,name,codename,industry
1290,SH603519,立霸股份,SH603519 立霸股份,家电零部件
1291,SH603520,司太立,SH603520 司太立,
1292,SH603527,众源新材,SH603527 众源新材,工业金属
1293,SH603528,多伦科技,SH603528 多伦科技,软件开发
1294,SH603529,爱玛科技,SH603529 爱玛科技,摩托车及其他
1295,SH603530,神马电力,SH603530 神马电力,电网设备
1296,SH603533,掌阅科技,SH603533 掌阅科技,数字媒体
1297,SH603535,嘉诚国际,SH603535 嘉诚国际,物流
1298,SH603536,惠发食品,SH603536 惠发食品,食品加工
1299,SH603538,美诺华,SH603538 美诺华,化学制药
1300,SH603551,奥普家居,SH603551 奥普家居,厨卫电器
1301,SH603555,贵人鸟,SH603555 贵人鸟,服装家纺
1302,SH603556,海兴电力,SH603556 海兴电力,电网设备
1303,SH603557,ST起步,SH603557 ST起步,服装家纺
1304,SH603558,健盛集团,SH603558 健盛集团,纺织制造
1305,SH603559,中通国脉,SH603559 中通国脉,通信服务
1306,SH603566,普莱柯,SH603566 普莱柯,动物保健
1307,SH603567,珍宝岛,SH603567 珍宝岛,中药
1308,SH603568,伟明环保,SH603568 伟明环保,环境治理
1309,SH603569,长久物流,SH603569 长久物流,物流
1310,SH603577,汇金通,SH603577 汇金通,电网设备
1311,SH603578,三星新材,SH603578 三星新材,家电零部件
1312,SH603579,荣泰健康,SH603579 荣泰健康,其他家电
1313,SH603580,艾艾精工,SH603580 艾艾精工,塑料
1314,SH603583,捷昌驱动,SH603583 捷昌驱动,自动化设备
1315,SH603585,苏利股份,SH603585 苏利股份,农化制品
1316,SH603586,金麒麟,SH603586 金麒麟,汽车零部件
1317,SH603587,地素时尚,SH603587 地素时尚,服装家纺
1318,SH603588,高能环境,SH603588 高能环境,环境治理
1319,SH603589,口子窖,SH603589 口子窖,白酒
1320,SH603590,康辰药业,SH603590 康辰药业,生物制品
1321,SH603595,东尼电子,SH603595 东尼电子,消费电子
1322,SH603596,伯特利,SH603596 伯特利,汽车零部件
1323,SH603598,引力传媒,SH603598 引力传媒,广告营销
1324,SH603599,广信股份,SH603599 广信股份,农化制品
1325,SH603600,永艺股份,SH603600 永艺股份,家居用品
1326,SH603601,再升科技,SH603601 再升科技,玻璃玻纤
1327,SH603602,纵横通信,SH603602 纵横通信,通信服务
1328,SH603603,*ST博天,SH603603 *ST博天,环境治理
1329,SH603605,珀莱雅,SH603605 珀莱雅,化妆品
1330,SH603606,东方电缆,SH603606 东方电缆,电网设备
1331,SH603607,京华激光,SH603607 京华激光,包装印刷
1332,SH603608,天创时尚,SH603608 天创时尚,服装家纺
1333,SH603609,禾丰股份,SH603609 禾丰股份,饲料
1334,SH603610,麒盛科技,SH603610 麒盛科技,家居用品
1335,SH603611,诺力股份,SH603611 诺力股份,IT服务
1336,SH603612,索通发展,SH603612 索通发展,非金属材料
1337,SH603613,国联股份,SH603613 国联股份,互联网电商
1338,SH603615,茶花股份,SH603615 茶花股份,家居用品
1339,SH603616,韩建河山,SH603616 韩建河山,水泥
1340,SH603617,君禾股份,SH603617 君禾股份,通用设备
1341,SH603618,杭电股份,SH603618 杭电股份,电网设备
1342,SH603619,中曼石油,SH603619 中曼石油,油服工程
1343,SH603626,科森科技,SH603626 科森科技,消费电子
1344,SH603628,清源股份,SH603628 清源股份,光伏设备
1345,SH603629,利通电子,SH603629 利通电子,消费电子
1346,SH603630,拉芳家化,SH603630 拉芳家化,化妆品
1347,SH603633,徕木股份,SH603633 徕木股份,消费电子
1348,SH603636,南威软件,SH603636 南威软件,IT服务
1349,SH603637,镇海股份,SH603637 镇海股份,专业工程
1350,SH603638,艾迪精密,SH603638 艾迪精密,工程机械
1351,SH603639,海利尔,SH603639 海利尔,农化制品
1352,SH603648,畅联股份,SH603648 畅联股份,物流
1353,SH603650,彤程新材,SH603650 彤程新材,橡胶
1354,SH603655,朗博科技,SH603655 朗博科技,汽车零部件
1355,SH603656,泰禾智能,SH603656 泰禾智能,专用设备
1356,SH603657,春光科技,SH603657 春光科技,家电零部件
1357,SH603658,安图生物,SH603658 安图生物,医疗器械
1358,SH603659,璞泰来,SH603659 璞泰来,电池
1359,SH603660,苏州科达,SH603660 苏州科达,计算机设备
1360,SH603661,恒林股份,SH603661 恒林股份,家居用品
1361,SH603662,柯力传感,SH603662 柯力传感,
1362,SH603663,三祥新材,SH603663 三祥新材,化学原料
1363,SH603665,康隆达,SH603665 康隆达,服装家纺
1364,SH603666,亿嘉和,SH603666 亿嘉和,自动化设备
1365,SH603667,五洲新春,SH603667 五洲新春,通用设备
1366,SH603668,天马科技,SH603668 天马科技,饲料
1367,SH603669,灵康药业,SH603669 灵康药业,化学制药
1368,SH603676,卫信康,SH603676 卫信康,化学制药
1369,SH603677,奇精机械,SH603677 奇精机械,家电零部件
1370,SH603678,火炬电子,SH603678 火炬电子,军工电子
1371,SH603679,华体科技,SH603679 华体科技,光学光电子
1372,SH603680,今创集团,SH603680 今创集团,轨交设备
1373,SH603681,永冠新材,SH603681 永冠新材,化学制品
1374,SH603682,锦和商管,SH603682 锦和商管,一般零售
1375,SH603683,晶华新材,SH603683 晶华新材,
1376,SH603685,晨丰科技,SH603685 晨丰科技,光学光电子
1377,SH603686,福龙马,SH603686 福龙马,环保设备
1378,SH603687,大胜达,SH603687 大胜达,包装印刷
1379,SH603688,石英股份,SH603688 石英股份,非金属材料
1380,SH603689,皖天然气,SH603689 皖天然气,燃气
1381,SH603690,至纯科技,SH603690 至纯科技,半导体
1382,SH603693,江苏新能,SH603693 江苏新能,电力
1383,SH603696,安记食品,SH603696 安记食品,调味发酵品
1384,SH603697,有友食品,SH603697 有友食品,休闲食品
1385,SH603698,航天工程,SH603698 航天工程,专用设备
1386,SH603699,纽威股份,SH603699 纽威股份,通用设备
1387,SH603700,宁水集团,SH603700 宁水集团,通用设备
1388,SH603701,德宏股份,SH603701 德宏股份,
1389,SH603703,盛洋科技,SH603703 盛洋科技,光学光电子
1390,SH603706,东方环宇,SH603706 东方环宇,燃气
1391,SH603707,健友股份,SH603707 健友股份,化学制药
1392,SH603708,家家悦,SH603708 家家悦,一般零售
1393,SH603709,中源家居,SH603709 中源家居,家居用品
1394,SH603712,七一二,SH603712 七一二,军工电子
1395,SH603713,密尔克卫,SH603713 密尔克卫,物流
1396,SH603716,塞力医疗,SH603716 塞力医疗,医药商业
1397,SH603718,海利生物,SH603718 海利生物,动物保健
1398,SH603719,良品铺子,SH603719 良品铺子,休闲食品
1399,SH603721,中广天择,SH603721 中广天择,影视院线
1400,SH603722,阿科力,SH603722 阿科力,
1401,SH603725,天安新材,SH603725 天安新材,化学制品
1402,SH603726,朗迪集团,SH603726 朗迪集团,家电零部件
1403,SH603727,博迈科,SH603727 博迈科,油服工程
1404,SH603728,鸣志电器,SH603728 鸣志电器,电机
1405,SH603729,龙韵股份,SH603729 龙韵股份,广告营销
1406,SH603730,岱美股份,SH603730 岱美股份,汽车零部件
1407,SH603733,仙鹤股份,SH603733 仙鹤股份,造纸
1408,SH603737,三棵树,SH603737 三棵树,装修建材
1409,SH603738,泰晶科技,SH603738 泰晶科技,元件
1410,SH603739,蔚蓝生物,SH603739 蔚蓝生物,
1411,SH603755,日辰股份,SH603755 日辰股份,调味发酵品
1412,SH603757,大元泵业,SH603757 大元泵业,通用设备
1413,SH603758,秦安股份,SH603758 秦安股份,
1414,SH603759,海天股份,SH603759 海天股份,环境治理
1415,SH603766,隆鑫通用,SH603766 隆鑫通用,摩托车及其他
1416,SH603767,中马传动,SH603767 中马传动,汽车零部件
1417,SH603768,常青股份,SH603768 常青股份,
1418,SH603773,沃格光电,SH603773 沃格光电,光学光电子
1419,SH603776,永安行,SH603776 永安行,摩托车及其他
1420,SH603777,来伊份,SH603777 来伊份,休闲食品
1421,SH603778,乾景园林,SH603778 乾景园林,基础建设
1422,SH603779,威龙股份,SH603779 威龙股份,非白酒
1423,SH603786,科博达,SH603786 科博达,汽车零部件
1424,SH603787,新日股份,SH603787 新日股份,摩托车及其他
1425,SH603788,宁波高发,SH603788 宁波高发,汽车零部件
1426,SH603789,星光农机,SH603789 星光农机,
1427,SH603790,雅运股份,SH603790 雅运股份,化学制品
1428,SH603797,联泰环保,SH603797 联泰环保,环境治理
1429,SH603798,康普顿,SH603798 康普顿,炼化及贸易
1430,SH603799,华友钴业,SH603799 华友钴业,能源金属
1431,SH603800,道森股份,SH603800 道森股份,
1432,SH603801,志邦家居,SH603801 志邦家居,家居用品
1433,SH603803,瑞斯康达,SH603803 瑞斯康达,通信设备
1434,SH603806,福斯特,SH603806 福斯特,光伏设备
1435,SH603808,歌力思,SH603808 歌力思,服装家纺
1436,SH603809,豪能股份,SH603809 豪能股份,
1437,SH603810,丰山集团,SH603810 丰山集团,农化制品
1438,SH603811,诚意药业,SH603811 诚意药业,化学制药
1439,SH603813,原尚股份,SH603813 原尚股份,物流
1440,SH603815,交建股份,SH603815 交建股份,基础建设
1441,SH603816,顾家家居,SH603816 顾家家居,家居用品
1442,SH603817,海峡环保,SH603817 海峡环保,环境治理
1443,SH603818,曲美家居,SH603818 曲美家居,家居用品
1444,SH603819,神力股份,SH603819 神力股份,电机
1445,SH603822,嘉澳环保,SH603822 嘉澳环保,化学制品
1446,SH603823,百合花,SH603823 百合花,化学制品
1447,SH603825,华扬联众,SH603825 华扬联众,广告营销
1448,SH603826,坤彩科技,SH603826 坤彩科技,非金属材料
1449,SH603828,柯利达,SH603828 柯利达,装修装饰
1450,SH603829,洛凯股份,SH603829 洛凯股份,
1451,SH603833,欧派家居,SH603833 欧派家居,家居用品
1452,SH603836,海程邦达,SH603836 海程邦达,物流
1453,SH603838,四通股份,SH603838 四通股份,家居用品
1454,SH603839,安正时尚,SH603839 安正时尚,服装家纺
1455,SH603843,正平股份,SH603843 正平股份,基础建设
1456,SH603848,好太太,SH603848 好太太,家居用品
1457,SH603855,华荣股份,SH603855 华荣股份,
1458,SH603856,东宏股份,SH603856 东宏股份,装修建材
1459,SH603858,步长制药,SH603858 步长制药,中药
1460,SH603859,能科科技,SH603859 能科科技,IT服务
1461,SH603860,中公高科,SH603860 中公高科,工程咨询服务
1462,SH603861,白云电器,SH603861 白云电器,电网设备
1463,SH603863,松炀资源,SH603863 松炀资源,造纸
1464,SH603866,桃李面包,SH603866 桃李面包,休闲食品
1465,SH603867,新化股份,SH603867 新化股份,化学制品
1466,SH603868,飞科电器,SH603868 飞科电器,小家电
1467,SH603869,新智认知,SH603869 新智认知,
1468,SH603871,嘉友国际,SH603871 嘉友国际,物流
1469,SH603876,鼎胜新材,SH603876 鼎胜新材,工业金属
1470,SH603877,太平鸟,SH603877 太平鸟,服装家纺
1471,SH603878,武进不锈,SH603878 武进不锈,普钢
1472,SH603879,永悦科技,SH603879 永悦科技,塑料
1473,SH603880,南卫股份,SH603880 南卫股份,医疗器械
1474,SH603881,数据港,SH603881 数据港,IT服务
1475,SH603882,金域医学,SH603882 金域医学,医疗服务
1476,SH603883,老百姓,SH603883 老百姓,医药商业
1477,SH603885,吉祥航空,SH603885 吉祥航空,航空机场
1478,SH603886,元祖股份,SH603886 元祖股份,休闲食品
1479,SH603887,城地香江,SH603887 城地香江,IT服务
1480,SH603889,新澳股份,SH603889 新澳股份,纺织制造
1481,SH603890,春秋电子,SH603890 春秋电子,消费电子
1482,SH603893,瑞芯微,SH603893 瑞芯微,半导体
1483,SH603895,天永智能,SH603895 天永智能,
1484,SH603896,寿仙谷,SH603896 寿仙谷,中药
1485,SH603897,长城科技,SH603897 长城科技,电网设备
1486,SH603898,好莱客,SH603898 好莱客,家居用品
1487,SH603899,晨光股份,SH603899 晨光股份,文娱用品
1488,SH603900,莱绅通灵,SH603900 莱绅通灵,饰品
1489,SH603901,永创智能,SH603901 永创智能,专用设备
1490,SH603903,中持股份,SH603903 中持股份,环境治理
1491,SH603906,龙蟠科技,SH603906 龙蟠科技,化学制品
1492,SH603908,牧高笛,SH603908 牧高笛,服装家纺
1493,SH603909,建发合诚,SH603909 建发合诚,工程咨询服务
1494,SH603912,佳力图,SH603912 佳力图,
1495,SH603915,国茂股份,SH603915 国茂股份,
1496,SH603916,苏博特,SH603916 苏博特,化学制品
1497,SH603917,合力科技,SH603917 合力科技,汽车零部件
1498,SH603919,金徽酒,SH603919 金徽酒,白酒
1499,SH603920,世运电路,SH603920 世运电路,元件
1500,SH603922,金鸿顺,SH603922 金鸿顺,
1501,SH603926,铁流股份,SH603926 铁流股份,
1502,SH603927,中科软,SH603927 中科软,软件开发
1503,SH603928,兴业股份,SH603928 兴业股份,塑料
1504,SH603929,亚翔集成,SH603929 亚翔集成,专业工程
1505,SH603931,格林达,SH603931 格林达,电子化学品
1506,SH603933,睿能科技,SH603933 睿能科技,其他电子
1507,SH603936,博敏电子,SH603936 博敏电子,元件
1508,SH603937,丽岛新材,SH603937 丽岛新材,工业金属
1509,SH603938,三孚股份,SH603938 三孚股份,化学原料
1510,SH603939,益丰药房,SH603939 益丰药房,医药商业
1511,SH603948,建业股份,SH603948 建业股份,化学制品
1512,SH603949,雪龙集团,SH603949 雪龙集团,
1513,SH603950,长源东谷,SH603950 长源东谷,汽车零部件
1514,SH603955,大千生态,SH603955 大千生态,基础建设
1515,SH603956,威派格,SH603956 威派格,
1516,SH603958,哈森股份,SH603958 哈森股份,服装家纺
1517,SH603959,百利科技,SH603959 百利科技,专业工程
1518,SH603960,克来机电,SH603960 克来机电,自动化设备
1519,SH603963,大理药业,SH603963 大理药业,中药
1520,SH603966,法兰泰克,SH603966 法兰泰克,
1521,SH603967,中创物流,SH603967 中创物流,物流
1522,SH603968,醋化股份,SH603968 醋化股份,化学制品
1523,SH603969,银龙股份,SH603969 银龙股份,通用设备
1524,SH603970,中农立华,SH603970 中农立华,农化制品
1525,SH603976,正川股份,SH603976 正川股份,医疗器械
1526,SH603977,国泰集团,SH603977 国泰集团,化学制品
1527,SH603978,深圳新星,SH603978 深圳新星,金属新材料
1528,SH603979,金诚信,SH603979 金诚信,专业工程
1529,SH603980,吉华集团,SH603980 吉华集团,化学制品
1530,SH603982,泉峰汽车,SH603982 泉峰汽车,
1531,SH603983,丸美股份,SH603983 丸美股份,化妆品
1532,SH603985,恒润股份,SH603985 恒润股份,风电设备
1533,SH603986,兆易创新,SH603986 兆易创新,半导体
1534,SH603987,康德莱,SH603987 康德莱,医疗器械
1535,SH603988,中电电机,SH603988 中电电机,电机
1536,SH603989,艾华集团,SH603989 艾华集团,元件
1537,SH603990,麦迪科技,SH603990 麦迪科技,软件开发
1538,SH603991,至正股份,SH603991 至正股份,塑料
1539,SH603992,松霖科技,SH603992 松霖科技,家居用品
1540,SH603993,洛阳钼业,SH603993 洛阳钼业,小金属
1541,SH603995,甬金股份,SH603995 甬金股份,特钢
1542,SH603997,继峰股份,SH603997 继峰股份,汽车零部件
1543,SH603999,读者传媒,SH603999 读者传媒,出版
1544,SH605001,威奥股份,SH605001 威奥股份,轨交设备
1545,SH605003,众望布艺,SH605003 众望布艺,服装家纺
1546,SH605005,合兴股份,SH605005 合兴股份,汽车零部件
1547,SH605006,山东玻纤,SH605006 山东玻纤,玻璃玻纤
1548,SH605007,五洲特纸,SH605007 五洲特纸,造纸
1549,SH605008,长鸿高科,SH605008 长鸿高科,塑料
1550,SH605009,豪悦护理,SH605009 豪悦护理,个护用品
1551,SH605011,杭州热电,SH605011 杭州热电,电力
1552,SH605016,百龙创园,SH605016 百龙创园,化学制品
1553,SH605018,长华集团,SH605018 长华集团,汽车零部件
1554,SH605020,永和股份,SH605020 永和股份,
1555,SH605028,世茂能源,SH605028 世茂能源,电力
1556,SH605033,美邦股份,SH605033 美邦股份,农化制品
1557,SH605050,福然德,SH605050 福然德,物流
1558,SH605055,迎丰股份,SH605055 迎丰股份,纺织制造
1559,SH605056,咸亨国际,SH605056 咸亨国际,通用设备
1560,SH605058,澳弘电子,SH605058 澳弘电子,元件
1561,SH605060,联德股份,SH605060 联德股份,通用设备
1562,SH605066,天正电气,SH605066 天正电气,电网设备
1563,SH605068,明新旭腾,SH605068 明新旭腾,汽车零部件
1564,SH605069,正和生态,SH605069 正和生态,环境治理
1565,SH605077,华康股份,SH605077 华康股份,化学制品
1566,SH605080,浙江自然,SH605080 浙江自然,文娱用品
1567,SH605081,太和水,SH605081 太和水,环境治理
1568,SH605086,龙高股份,SH605086 龙高股份,非金属材料
1569,SH605088,冠盛股份,SH605088 冠盛股份,汽车零部件
1570,SH605089,味知香,SH605089 味知香,食品加工
1571,SH605090,九丰能源,SH605090 九丰能源,燃气
1572,SH605098,行动教育,SH605098 行动教育,教育
1573,SH605099,共创草坪,SH605099 共创草坪,家居用品
1574,SH605100,华丰股份,SH605100 华丰股份,通用设备
1575,SH605111,新洁能,SH605111 新洁能,半导体
1576,SH605116,奥锐特,SH605116 奥锐特,
1577,SH605117,德业股份,SH605117 德业股份,家电零部件
1578,SH605118,力鼎光电,SH605118 力鼎光电,计算机设备
1579,SH605122,四方新材,SH605122 四方新材,水泥
1580,SH605123,派克新材,SH605123 派克新材,航空装备
1581,SH605128,上海沿浦,SH605128 上海沿浦,汽车零部件
1582,SH605133,嵘泰股份,SH605133 嵘泰股份,汽车零部件
1583,SH605136,丽人丽妆,SH605136 丽人丽妆,互联网电商
1584,SH605138,盛泰集团,SH605138 盛泰集团,服装家纺
1585,SH605151,西上海,SH605151 西上海,汽车零部件
1586,SH605155,西大门,SH605155 西大门,家居用品
1587,SH605158,华达新材,SH605158 华达新材,普钢
1588,SH605162,新中港,SH605162 新中港,电力
1589,SH605166,聚合顺,SH605166 聚合顺,化学纤维
1590,SH605167,利柏特,SH605167 利柏特,专业工程
1591,SH605169,洪通燃气,SH605169 洪通燃气,燃气
1592,SH605177,东亚药业,SH605177 东亚药业,
1593,SH605178,时空科技,SH605178 时空科技,专业工程
1594,SH605179,一鸣食品,SH605179 一鸣食品,饮料乳品
1595,SH605180,华生科技,SH605180 华生科技,纺织制造
1596,SH605183,确成股份,SH605183 确成股份,橡胶
1597,SH605186,健麾信息,SH605186 健麾信息,自动化设备
1598,SH605188,国光连锁,SH605188 国光连锁,一般零售
1599,SH605189,富春染织,SH605189 富春染织,纺织制造
1600,SH605196,华通线缆,SH605196 华通线缆,电网设备
1601,SH605198,安德利,SH605198 安德利,农产品加工
1602,SH605199,葫芦娃,SH605199 葫芦娃,中药
1603,SH605208,永茂泰,SH605208 永茂泰,工业金属
1604,SH605218,伟时电子,SH605218 伟时电子,光学光电子
1605,SH605222,起帆电缆,SH605222 起帆电缆,电网设备
1606,SH605228,神通科技,SH605228 神通科技,汽车零部件
1607,SH605255,天普股份,SH605255 天普股份,
1608,SH605258,协和电子,SH605258 协和电子,元件
1609,SH605259,绿田机械,SH605259 绿田机械,专用设备
1610,SH605266,健之佳,SH605266 健之佳,医药商业
1611,SH605268,王力安防,SH605268 王力安防,家居用品
1612,SH605277,新亚电子,SH605277 新亚电子,消费电子
1613,SH605286,同力日升,SH605286 同力日升,专用设备
1614,SH605287,德才股份,SH605287 德才股份,装修装饰
1615,SH605288,凯迪股份,SH605288 凯迪股份,自动化设备
1616,SH605289,罗曼股份,SH605289 罗曼股份,专业工程
1617,SH605296,神农集团,SH605296 神农集团,养殖业
1618,SH605298,必得科技,SH605298 必得科技,轨交设备
1619,SH605299,舒华体育,SH605299 舒华体育,文娱用品
1620,SH605300,佳禾食品,SH605300 佳禾食品,饮料乳品
1621,SH605303,园林股份,SH605303 园林股份,基础建设
1622,SH605305,中际联合,SH605305 中际联合,工程机械
1623,SH605318,法狮龙,SH605318 法狮龙,装修建材
1624,SH605319,无锡振华,SH605319 无锡振华,
1625,SH605333,沪光股份,SH605333 沪光股份,汽车零部件
1626,SH605336,帅丰电器,SH605336 帅丰电器,厨卫电器
1627,SH605337,李子园,SH605337 李子园,饮料乳品
1628,SH605338,巴比食品,SH605338 巴比食品,食品加工
1629,SH605339,南侨食品,SH605339 南侨食品,休闲食品
1630,SH605358,立昂微,SH605358 立昂微,半导体
1631,SH605366,宏柏新材,SH605366 宏柏新材,化学制品
1632,SH605368,蓝天燃气,SH605368 蓝天燃气,燃气
1633,SH605369,拱东医疗,SH605369 拱东医疗,医疗器械
1634,SH605376,博迁新材,SH605376 博迁新材,小金属
1635,SH605377,华旺科技,SH605377 华旺科技,造纸
1636,SH605378,野马电池,SH605378 野马电池,电池
1637,SH605388,均瑶健康,SH605388 均瑶健康,饮料乳品
1638,SH605389,长龄液压,SH605389 长龄液压,工程机械
1639,SH605398,新炬网络,SH605398 新炬网络,IT服务
1640,SH605399,晨光新材,SH605399 晨光新材,化学制品
1641,SH605488,福莱新材,SH605488 福莱新材,塑料
1642,SH605499,东鹏饮料,SH605499 东鹏饮料,饮料乳品
1643,SH605500,森林包装,SH605500 森林包装,造纸
1644,SH605507,国邦医药,SH605507 国邦医药,化学制药
1645,SH605555,德昌股份,SH605555 德昌股份,小家电
1646,SH605566,福莱蒽特,SH605566 福莱蒽特,化学制品
1647,SH605567,春雪食品,SH605567 春雪食品,食品加工
1648,SH605577,龙版传媒,SH605577 龙版传媒,出版
1649,SH605580,恒盛能源,SH605580 恒盛能源,电力
1650,SH605588,冠石科技,SH605588 冠石科技,光学光电子
1651,SH605589,圣泉集团,SH605589 圣泉集团,塑料
1652,SH605598,上海港湾,SH605598 上海港湾,专业工程
1653,SH605599,菜百股份,SH605599 菜百股份,饰品
1654,SH688001,华兴源创,SH688001 华兴源创,
1655,SH688002,睿创微纳,SH688002 睿创微纳,
1656,SH688003,天准科技,SH688003 天准科技,
1657,SH688004,博汇科技,SH688004 博汇科技,
1658,SH688005,容百科技,SH688005 容百科技,
1659,SH688006,杭可科技,SH688006 杭可科技,
1660,SH688007,光峰科技,SH688007 光峰科技,
1661,SH688008,澜起科技,SH688008 澜起科技,
1662,SH688009,中国通号,SH688009 中国通号,
1663,SH688010,福光股份,SH688010 福光股份,
1664,SH688011,新光光电,SH688011 新光光电,
1665,SH688012,中微公司,SH688012 中微公司,
1666,SH688013,天臣医疗,SH688013 天臣医疗,
1667,SH688015,交控科技,SH688015 交控科技,
1668,SH688016,心脉医疗,SH688016 心脉医疗,
1669,SH688017,绿的谐波,SH688017 绿的谐波,
1670,SH688018,乐鑫科技,SH688018 乐鑫科技,
1671,SH688019,安集科技,SH688019 安集科技,
1672,SH688020,方邦股份,SH688020 方邦股份,
1673,SH688021,奥福环保,SH688021 奥福环保,
1674,SH688022,瀚川智能,SH688022 瀚川智能,
1675,SH688023,安恒信息,SH688023 安恒信息,
1676,SH688025,杰普特,SH688025 杰普特,
1677,SH688026,洁特生物,SH688026 洁特生物,
1678,SH688027,国盾量子,SH688027 国盾量子,
1679,SH688028,沃尔德,SH688028 沃尔德,
1680,SH688029,南微医学,SH688029 南微医学,
1681,SH688030,山石网科,SH688030 山石网科,
1682,SH688031,星环科技-U,SH688031 星环科技-U,
1683,SH688032,禾迈股份,SH688032 禾迈股份,
1684,SH688033,天宜上佳,SH688033 天宜上佳,
1685,SH688035,德邦科技,SH688035 德邦科技,
1686,SH688036,传音控股,SH688036 传音控股,
1687,SH688037,芯源微,SH688037 芯源微,
1688,SH688038,中科通达,SH688038 中科通达,
1689,SH688039,当虹科技,SH688039 当虹科技,
1690,SH688041,海光信息,SH688041 海光信息,
1691,SH688045,必易微,SH688045 必易微,
1692,SH688046,药康生物,SH688046 药康生物,
1693,SH688047,龙芯中科,SH688047 龙芯中科,
1694,SH688048,长光华芯,SH688048 长光华芯,
1695,SH688049,炬芯科技,SH688049 炬芯科技,
1696,SH688050,爱博医疗,SH688050 爱博医疗,
1697,SH688051,佳华科技,SH688051 佳华科技,
1698,SH688052,纳芯微,SH688052 纳芯微,
1699,SH688053,思科瑞,SH688053 思科瑞,
1700,SH688055,龙腾光电,SH688055 龙腾光电,
1701,SH688056,莱伯泰科,SH688056 莱伯泰科,
1702,SH688057,金达莱,SH688057 金达莱,
1703,SH688058,宝兰德,SH688058 宝兰德,
1704,SH688059,华锐精密,SH688059 华锐精密,
1705,SH688060,云涌科技,SH688060 云涌科技,
1706,SH688061,灿瑞科技,SH688061 灿瑞科技,
1707,SH688062,迈威生物-U,SH688062 迈威生物-U,
1708,SH688063,派能科技,SH688063 派能科技,
1709,SH688065,凯赛生物,SH688065 凯赛生物,
1710,SH688066,航天宏图,SH688066 航天宏图,
1711,SH688067,爱威科技,SH688067 爱威科技,
1712,SH688068,热景生物,SH688068 热景生物,
1713,SH688069,德林海,SH688069 德林海,
1714,SH688070,纵横股份,SH688070 纵横股份,
1715,SH688071,华依科技,SH688071 华依科技,
1716,SH688072,拓荆科技-U,SH688072 拓荆科技-U,
1717,SH688073,毕得医药,SH688073 毕得医药,
1718,SH688075,安旭生物,SH688075 安旭生物,
1719,SH688076,诺泰生物,SH688076 诺泰生物,
1720,SH688077,大地熊,SH688077 大地熊,
1721,SH688078,龙软科技,SH688078 龙软科技,
1722,SH688079,美迪凯,SH688079 美迪凯,
1723,SH688080,映翰通,SH688080 映翰通,
1724,SH688082,盛美上海,SH688082 盛美上海,
1725,SH688083,中望软件,SH688083 中望软件,
1726,SH688084,晶品特装,SH688084 晶品特装,
1727,SH688085,三友医疗,SH688085 三友医疗,
1728,SH688086,*ST紫晶,SH688086 *ST紫晶,
1729,SH688087,英科再生,SH688087 英科再生,
1730,SH688088,虹软科技,SH688088 虹软科技,
1731,SH688089,嘉必优,SH688089 嘉必优,
1732,SH688090,瑞松科技,SH688090 瑞松科技,
1733,SH688091,上海谊众,SH688091 上海谊众,
1734,SH688092,爱科科技,SH688092 爱科科技,
1735,SH688093,世华科技,SH688093 世华科技,
1736,SH688095,福昕软件,SH688095 福昕软件,
1737,SH688096,京源环保,SH688096 京源环保,
1738,SH688097,博众精工,SH688097 博众精工,
1739,SH688098,申联生物,SH688098 申联生物,
1740,SH688099,晶晨股份,SH688099 晶晨股份,
1741,SH688100,威胜信息,SH688100 威胜信息,
1742,SH688101,三达膜,SH688101 三达膜,
1743,SH688102,斯瑞新材,SH688102 斯瑞新材,
1744,SH688103,国力股份,SH688103 国力股份,
1745,SH688105,诺唯赞,SH688105 诺唯赞,
1746,SH688106,金宏气体,SH688106 金宏气体,
1747,SH688107,安路科技-U,SH688107 安路科技-U,
1748,SH688108,赛诺医疗,SH688108 赛诺医疗,
1749,SH688109,品茗科技,SH688109 品茗科技,
1750,SH688110,东芯股份,SH688110 东芯股份,
1751,SH688111,金山办公,SH688111 金山办公,
1752,SH688112,鼎阳科技,SH688112 鼎阳科技,
1753,SH688113,联测科技,SH688113 联测科技,
1754,SH688114,华大智造,SH688114 华大智造,
1755,SH688115,思林杰,SH688115 思林杰,
1756,SH688116,天奈科技,SH688116 天奈科技,
1757,SH688117,圣诺生物,SH688117 圣诺生物,
1758,SH688118,普元信息,SH688118 普元信息,
1759,SH688119,中钢洛耐,SH688119 中钢洛耐,
1760,SH688120,华海清科,SH688120 华海清科,
1761,SH688121,卓然股份,SH688121 卓然股份,
1762,SH688122,西部超导,SH688122 西部超导,
1763,SH688123,聚辰股份,SH688123 聚辰股份,
1764,SH688125,安达智能,SH688125 安达智能,
1765,SH688126,沪硅产业,SH688126 沪硅产业,
1766,SH688127,蓝特光学,SH688127 蓝特光学,
1767,SH688128,中国电研,SH688128 中国电研,
1768,SH688129,东来技术,SH688129 东来技术,
1769,SH688130,晶华微,SH688130 晶华微,
1770,SH688131,皓元医药,SH688131 皓元医药,
1771,SH688132,邦彦技术,SH688132 邦彦技术,
1772,SH688133,泰坦科技,SH688133 泰坦科技,
1773,SH688135,利扬芯片,SH688135 利扬芯片,
1774,SH688136,科兴制药,SH688136 科兴制药,
1775,SH688137,近岸蛋白,SH688137 近岸蛋白,
1776,SH688138,清溢光电,SH688138 清溢光电,
1777,SH688139,海尔生物,SH688139 海尔生物,
