date,健康元,恒瑞医药,华海药业,海正药业,汉商集团,津药药业,退市辅仁,联环药业,华润双鹤,浙江医药,鲁抗医药,复星医药,华北制药,哈药股份,神奇制药,海欣股份,复旦复华,神奇B股,丰原药业,东北制药,海欣Ｂ股,丰原药业,通化金马,金陵药业,普洛药业,景峰医药,丽珠集团,广济药业,中 关 村,华特达因,新华制药,河化股份,亿帆医药,华邦健康,京新药业,新 和 成,海翔药业,永安药业,仙琚制药,亚太药业,力生制药,海普瑞,科伦药业,誉衡药业,千红制药,康芝药业,华仁药业,北陆药业,翰宇药业,常山药业,舒泰神,向日葵,close
2011-08-22,-0.0038986354775827348,-0.002169197396963307,-0.04955752212389386,-0.008042895442359255,-0.005235602094240899,-0.0021505376344087557,-0.0007745933384972759,-0.005226480836237002,-0.005734767025089571,-0.03386454183266929,0.001890359168241984,0.006211180124223503,-0.04598737601442737,0.03616352201257844,-0.05200729927007297,0.006218905472636926,-0.01654846335697402,-0.022580645161290325,0.009815950920245342,-0.012323943661971759,-0.002277904328018221,0.009815950920245342,-0.015531660692950866,0.009316770186335255,-0.018604651162790753,-0.010012515644555742,-0.043010752688172116,0.009029345372460584,0.0,0.006105006105006083,0.006666666666666821,-0.002941176470588225,-0.03518518518518521,-0.021844660194174748,-0.007092198581560294,-0.046961325966850764,0.010570824524312794,-0.005995203836930529,-0.0020920502092051096,0.019748653500897495,0.012580374615599466,0.008605851979345935,-0.04547803617571067,-0.03735632183908044,-0.050167224080267636,-0.021965317919075078,0.0,0.0,0.0043290043290042934,0.02849740932642497,0.06732673267326739,0.006521739130434856,-0.008528540182036082
2011-08-23,0.02544031311154593,0.02826086956521756,0.011173184357541777,0.004954954954955015,0.02280701754385972,0.015086206896551824,0.008527131782945618,0.017513134851138368,0.018024513338139814,0.013745704467353903,0.015094339622641506,0.006172839506172645,0.01512287334593565,0.012139605462822445,0.01443695861405181,0.021013597033374465,0.012019230769230616,0.01650165016501659,0.017010935601457833,0.021390374331550888,0.02511415525114158,0.017010935601457833,0.021844660194174637,0.10153846153846158,0.056872037914692086,0.015170670037926604,0.12359550561797761,-0.01118568232662187,0.015037593984962294,0.004854368932038833,0.015452538631346435,0.014749262536873031,0.0038387715930903177,0.004962779156327368,0.06071428571428594,0.02318840579710124,0.008368200836819994,0.02533172496984326,0.02096436058700224,0.021126760563380254,0.03230259525124235,0.03697383390216169,0.040064970221981744,-0.008955223880597107,0.14084507042253525,-0.007092198581560294,0.02768166089965396,0.04347826086956519,0.01724137931034475,0.04534005037783384,0.029684601113172615,0.04211663066954641,0.017684158089968482
2011-08-25,0.026717557251908275,0.0,0.02946593001841613,0.005378753922008039,0.027444253859348233,0.02972399150743099,0.001537279016141424,0.027538726333907082,0.02337110481586402,0.042711864406779654,0.01858736059479571,-0.027607361963190136,0.03258845437616387,0.016491754122938573,0.026565464895635715,0.03147699757869238,0.004750593824228044,0.008116883116883189,-0.010752688172043001,0.027923211169284423,0.03118040089086871,-0.010752688172043001,0.028503562945368266,-0.032122905027933024,0.013452914798206095,0.03735990037359915,0.17999999999999994,0.0033936651583710287,0.029629629629629672,0.035024154589372136,0.008695652173912993,0.03488372093023262,0.055449330783938544,0.004938271604938427,0.01683501683501687,0.062322946175637384,0.016597510373443924,0.018823529411764683,0.028747433264886935,0.008620689655172376,0.01845413212088798,0.021941854086670265,-0.005205622071837612,0.06024096385542177,0.006172839506172645,0.01904761904761898,0.013468013468013407,0.01736111111111116,-0.03389830508474578,0.028915662650602192,-0.037837837837837784,-0.023834196891191706,0.01987675363838992
2011-08-26,-0.0037174721189590088,-0.023255813953488413,0.017889087656529634,0.022291573785109264,0.01001669449081799,-0.0020618556701030855,0.03530314658480438,0.005025125628140836,-0.00553633217993077,-0.006501950585175664,0.0,0.034700315457413256,0.026149684400360806,-0.01179941002949858,-0.003696857670979714,0.0035211267605634866,0.007092198581560183,0.008051529790660261,0.0012077294685990392,0.00679117147707986,0.0,0.0012077294685990392,0.02771362586605086,-0.015873015873015817,0.004424778761062065,0.02280912364945964,0.025423728813559254,0.010146561443066693,0.0028776978417266452,-0.002333722287047757,-0.0021551724137930384,0.028089887640449396,0.03079710144927561,0.002457002457002311,-0.01655629139072845,-0.021333333333333315,0.01632653061224487,0.002309468822170757,0.001996007984031989,0.01880341880341896,-0.022058823529411686,-0.01073537305421357,0.0031397174254317317,-0.005681818181818232,0.030674846625766916,0.0,0.00996677740863805,0.023890784982935065,0.015350877192982448,0.004683840749414525,0.001872659176029856,0.02441613588110414,0.0027082851241440054
2011-08-29,-0.020522388059701524,-0.01948051948051943,0.02284710017574687,-0.005233318796336706,-0.01983471074380172,-0.022727272727272596,-0.005930318754633013,0.006666666666666599,-0.02018093249826025,-0.018324607329842868,-0.0018248175182482562,0.018292682926829285,-0.016695957820738294,-0.0029850746268657025,-0.03988868274582558,0.005847953216374213,-0.016431924882629012,0.007987220447284393,-0.008443908323280902,-0.025295109612141542,-0.008639308855291628,-0.008443908323280902,-0.024719101123595544,-0.019061583577712593,0.004405286343612147,-0.011737089201877882,-0.024793388429752095,-0.0279017857142857,-0.017216642754662836,-0.01520467836257322,-0.015118790496760348,-0.005464480874316946,0.014059753954305698,-0.009803921568627416,0.0033670033670032407,-0.043596730245231696,-0.0200803212851407,0.008064516129032251,-0.03984063745019906,-0.020134228187919434,-0.015574650912996924,-0.029842647856755278,-0.0005216484089723972,-0.011428571428571455,-0.04166666666666652,-0.015186915887850594,0.019736842105263275,-0.0033333333333332993,-0.023758099352051865,-0.013986013986013845,-0.0224299065420559,-0.014507772020725396,-0.008914910893627948
2011-08-30,-0.026666666666666616,0.004415011037527394,0.0034364261168384758,-0.012713722051731713,-0.003372681281618828,0.0,-0.008948545861297563,-0.01490066225165565,-0.004971590909090939,0.0006666666666665932,-0.01279707495429605,-0.03892215568862267,-0.007149240393208189,-0.02844311377245501,-0.01449275362318847,-0.005813953488371992,-0.009546539379474916,0.0,-0.025547445255474588,0.02941176470588225,-0.002178649237472796,-0.025547445255474588,-0.02188940092165892,-0.013452914798206428,-0.05701754385964908,-0.017814726840855166,-0.1271186440677965,-0.006888633754305484,0.0,-0.004750593824227933,-0.002192982456140302,-0.006868131868131844,-0.03466204506065851,-0.0024752475247524774,-0.010067114093959662,0.0,-0.02254098360655743,-0.01942857142857146,-0.010373443983402675,-0.0273972602739726,-0.02018548827059452,-0.013982102908277394,-0.008872651356993777,-0.0722543352601156,0.0,-0.02016607354685651,-0.012903225806451646,-0.026755852842809347,-0.017699115044247593,-0.03309692671394815,0.003824091778202643,-0.035751840168243953,-0.009685042086380546
2011-08-31,-0.007827788649706457,0.004395604395604602,-0.011986301369863117,-0.000888099467140302,0.008460236886632888,-0.0042283298097252064,-0.013544018058690765,0.013445378151260456,0.007851534618129818,0.008660892738174608,-0.005555555555555647,-0.015576323987538832,0.0,-0.012326656394452962,0.07352941176470584,0.03157894736842093,0.012048192771084265,0.031695721077654504,-0.014981273408239737,0.013445378151260456,0.015283842794759916,-0.014981273408239737,-0.004711425206124997,0.021212121212121238,-0.027906976744186074,0.00846432889963733,-0.09708737864077666,-0.003468208092485714,-0.00583941605839422,-0.005966587112171906,-0.004395604395604269,0.006915629322268302,-0.02513464991023351,0.0,-0.06440677966101704,-0.008547008547008517,0.0,-0.018648018648018683,-0.0062893081761005165,-0.01936619718309851,-0.01614699331848546,-0.006239364719228591,-0.026856240126382214,-0.0031152647975076775,-0.024844720496894457,-0.02300242130750596,0.009803921568627416,-0.024054982817869552,-0.018018018018018056,-0.02933985330073341,-0.026666666666666616,-0.013086150490730586,-0.004310757735415338
2011-09-01,-0.0019723865877713243,-0.02844638949671774,-0.02426343154246091,-0.015555555555555656,-0.001677852348993203,0.01698513800424628,-0.009153318077803174,0.014925373134328401,-0.014164305949008416,0.0006605019815060231,-0.009310986964618184,0.006329113924050667,-0.016201620162016206,-0.02808112324492973,0.021917808219177992,-0.04535147392290251,-0.01666666666666672,0.004608294930875667,0.0012674271229404788,-0.016583747927031545,-0.01505376344086018,0.0012674271229404788,-0.03431952662721882,-0.008902077151335397,-0.014354066985645786,0.021582733812949506,-0.13978494623655913,0.0023201856148493682,-0.011747430249632762,-0.02280912364945975,-0.004415011037527727,0.015109890109890056,-0.018416206261510082,-0.002481389578163906,0.0036231884057971175,-0.005747126436781658,-0.018867924528301883,0.004750593824228044,-0.025316455696202556,-0.010771992818671583,0.003112620260328214,0.007990867579908745,0.0043290043290042934,-0.02187500000000009,0.0,-0.01610904584882278,-0.016181229773462702,0.010563380281690238,0.006880733944953921,-0.007556675062972307,0.005870841487279677,0.0,-0.005763814788251942
2011-09-02,-0.005928853754940566,-0.009009009009009028,-0.010657193605683735,0.012641083521444774,-0.010084033613445453,-0.0020876826722338038,-0.007698229407236301,-0.0016339869281045694,0.011494252873563315,-0.009240924092409286,0.001879699248120259,-0.029874213836478036,-0.04940530649588282,-0.02889245585874811,-0.06434316353887393,-0.041567695961995166,-0.016949152542372947,-0.02905198776758411,-0.013924050632911467,-0.013490725126475533,-0.03275109170305679,-0.013924050632911467,-0.02941176470588236,0.0014970059880241582,0.009708737864077666,-0.02934272300469487,0.04999999999999982,-0.02430555555555569,-0.03714710252600295,0.0,-0.037694013303769425,-0.013531799729363914,-0.015009380863039379,-0.007462686567163979,-0.04332129963898923,-0.03179190751445082,-0.004273504273504147,-0.009456264775413725,0.0021645021645020357,-0.010889292196007205,-0.012976022566995815,-0.01528878822197055,0.0037715517241379004,0.019169329073482455,0.015923566878980777,-0.011335012594458571,-0.006578947368421018,-0.024390243902439157,0.002277904328018332,0.06345177664974622,0.0077821011673151474,0.0055248618784529135,-0.010829118099845991
2011-09-07,-0.011928429423459397,0.015909090909090873,-0.0017953321364453378,-0.022291573785109264,-0.001697792869269965,0.0313807531380752,0.03568657874321168,-0.04909983633387904,-0.013494318181818121,-0.06462358427714865,-0.011257035647279645,0.021069692058346856,-0.04138594802694895,-0.06446280991735531,0.2034383954154726,-0.014869888475836479,0.0,0.10393700787401561,-0.00898587933247752,-0.06837606837606824,0.006772009029345272,-0.00898587933247752,0.0063131313131312705,0.004484304932735439,-0.014423076923077094,0.056831922611850105,-0.29761904761904767,-0.0023724792408066353,0.007716049382715973,-0.009828009828009798,0.00691244239631339,-0.002743484224965731,0.003809523809523707,-0.007518796992481258,-0.049056603773584895,-0.06865671641791049,0.006437768240343367,-0.031026252983293756,-0.002159827213822796,-0.005504587155963359,-0.014289797084881428,-0.019551466359976954,-0.013955984970477564,-0.025078369905956133,-0.040752351097178674,0.01273885350318471,-0.01655629139072845,-0.0035714285714284477,0.0,-0.09069212410501204,-0.06949806949806936,-0.03956043956043953,-0.011748070150474965
