date,纳思达,中国长城,御银股份,新 大 陆,浪潮信息,证通电子,大华股份,广电运通,同方股份,航天长峰,电科网安,威创股份,英飞拓,海康威视,新北洋,雷柏科技,新国都,中威电子,梅安森,close
2011-11-11,0.012077294685990614,-0.016155088852988775,-0.006430868167202619,-0.022955523672883782,-0.006514657980456029,-0.017835909631391256,0.006711409395973256,0.0,0.007650273224043769,-0.016080402010050232,-0.01821493624772319,0.006888633754305262,0.015570934256055269,-0.06818181818181823,-0.004932182490752002,0.011453744493392204,0.036511156186612714,-0.022658610271903412,-0.04403866809881851,-0.0016812755024935289
2011-11-15,0.03699284009546533,0.034482758620689724,0.030744336569579422,0.03377386196769461,0.022950819672131306,0.0714285714285714,-0.00666666666666671,0.07242990654205594,0.021691973969631073,0.012257405515832653,0.03525046382189245,0.0068415051311288,0.008517887563884052,-0.2195121951219512,0.059479553903345694,0.012195121951219301,0.05283757338551842,0.10200927357032463,0.016853932584269593,0.028383825004257623
2011-11-16,-0.05293440736478705,0.050793650793650835,-0.028257456828885363,-0.017045454545454586,-0.0032051282051283048,-0.01581920903954792,-0.02348993288590595,-0.034858387799564294,-0.030785562632696273,-0.04137235116044402,-0.005376344086021501,-0.03624009060022648,-0.038851351351351315,0.4687499999999998,-0.056140350877193046,-0.023235800344234003,-0.05390334572490707,-0.016830294530154277,-0.013259668508287414,-0.025484387362687988
2011-11-17,-0.010935601458080146,-0.027190332326283984,-0.00646203554119551,0.010115606936416333,0.0112540192926045,0.01836969001148092,-0.003436426116838587,0.020316027088036037,-0.02847754654983592,0.0094736842105263,-0.003603603603603567,-0.00235017626321965,0.01581722319859402,0.02127659574468077,-0.0024783147459727095,0.0017621145374449032,0.02946954813359537,0.10271041369472189,0.033594624860022515,0.0012367357728182427
2011-11-18,-0.08476658476658483,-0.06677018633540377,-0.011382113821138296,-0.09155937052932772,-0.031796502384737746,-0.046223224351747305,-0.048275862068965614,-0.03761061946902655,-0.06313416009019157,-0.010427528675703845,-0.0452079566003617,-0.03769140164899887,-0.04844290657439454,0.3958333333333335,-0.0198757763975157,-0.029903254177660488,-0.013358778625954248,0.06468305304010347,0.028169014084507005,-0.027353731554382144
2011-11-22,0.021476510067114152,0.02329450915141451,0.011513157894736947,0.023622047244094446,0.0049261083743843415,-0.0011820330969268822,-0.032608695652173836,-0.006896551724137834,0.02767749699157629,0.009483667017913477,-0.017045454545454475,0.009791921664626724,0.09818181818181815,-0.08955223880597019,0.0,0.0,0.0019342359767891004,-0.010935601458080146,-0.060063224446786134,-0.00035868701165242545
2011-12-14,-0.10381077529566363,-0.2032520325203252,-0.17073170731707332,-0.2692307692307693,-0.10457516339869277,-0.16923076923076918,0.18352059925093633,-0.17592592592592593,-0.12529274004683832,-0.22129436325678498,-0.1502890173410405,-0.11757575757575756,-0.07781456953642385,-0.13114754098360648,-0.08491761723700886,-0.06527651858567529,-0.14671814671814665,-0.12653562653562656,-0.11322869955156944,-0.12094029112561466
2011-12-16,-0.06891495601173026,0.02244897959183656,0.01764705882352957,0.054736842105263195,0.010948905109488871,-0.10256410256410253,0.05063291139240489,-0.005617977528089901,0.1097724230254351,0.013404825737265424,0.020408163265306145,0.0219780219780219,-0.08617594254937166,0.1132075471698113,0.037396121883656486,-0.005819592628516057,0.03846153846153855,-0.008438818565400963,-0.034134007585335024,0.0042914193676499846
2011-12-19,-0.0346456692913385,-0.003992015968063756,0.021194605009633882,0.02594810379241519,0.00902527075812265,-0.020634920634920673,0.012048192771084265,-0.011299435028248594,0.030156815440289586,0.02777777777777768,0.03333333333333344,0.005376344086021501,-0.005893909626719096,-0.10169491525423724,0.014686248331108098,-0.0009756097560975618,0.006535947712418277,-0.007092198581560294,-0.002617801047120394,0.0027461965178228187
2011-12-20,0.06362153344208799,-0.014028056112224463,-0.015094339622641506,-0.03307392996108949,-0.008944543828264706,-0.01620745542949753,0.0029761904761904656,-0.005714285714285672,-0.02810304449648693,-0.02445302445302444,-0.01935483870967758,-0.009358288770053513,-0.07509881422924902,-0.16981132075471705,-0.003947368421052588,-0.0068359375,-0.017316017316017285,-0.02857142857142858,-0.003937007874015741,-0.004195650983184529
