,symbol,net_profit_cagr,north_net_inflow,ps,type,percent,has_follow,tick_size,pb_ttm,float_shares,current,amplitude,pcf,current_year_percent,float_market_capital,north_net_inflow_time,market_capital,dividend_yield,lot_size,roe_ttm,total_percent,percent5m,income_cagr,amount,chg,issue_date_ts,eps,main_net_inflows,volume,volume_ratio,pb,followers,turnover_rate,first_percent,name,pe_ttm,total_shares,limitup_days,codename
2697,SZ001330,10.134005456287865,-25731592.22282962,4.6434,11,0.51,False,0.01,2.3808,274903797,11.9,8.53,7.1425,-0.67,3271355184.0,1681315200000.0,16356775910.0,,100,,97.02,0.0,8.93896654849755,680647131.99,0.06,1660752000000,0.27,30077243.0,56852291.0,1.11,2.38,13689.0,20.68,43.94,博纳影业,43.685,1374518984,0,SZ001330 博纳影业
2698,SZ001331,120.99610819881816,,0.6378,11,-0.55,False,0.01,2.2097,30000000,28.8,1.55,22.5582,-2.14,864000000.0,,3456000000.0,,100,,-10.39,0.0,23.054104950015585,20159468.35,-0.16,1662566400000,1.84,-1548482.0,698635.0,1.14,2.21,3580.0,2.33,43.99,胜通能源,15.664,120000000,0,SZ001331 胜通能源
2699,SZ001332,11.294726908641351,-2070202.013985143,4.6233,11,1.03,False,0.01,2.5464,20000000,67.59,4.74,,18.56,1351800000.0,1681315200000.0,5407200000.0,5.178,100,14.800078765655131,-2.63,-0.21,15.482863783052592,46019426.6,0.69,1663603200000,2.88,2967539.0,673192.0,0.61,2.547,3479.0,3.37,23.09,锡装股份,23.459,80000000,0,SZ001332 锡装股份
2700,SZ001333,14.028650288287436,,2.6079,11,0.72,False,0.01,2.3802,32000000,28.15,1.07,,-2.76,900800000.0,,3603200000.0,,100,,-15.49,-0.07,23.992458871012825,34626767.7,0.2,1670428800000,1.11,8708904.0,1230934.0,1.52,2.38,1673.0,3.85,43.98,光华股份,25.431,128000000,0,SZ001333 光华股份
2701,SZ001336,40.59337625573119,,3.9966,11,1.42,False,0.01,3.5603,20093500,32.04,4.27,44811.4247,29.66,643795740.0,,2575166940.0,0.0,100,,16.3,-0.25,39.04184562908441,66121371.64,0.45,1658678400000,1.07,-331596.0,2084174.0,1.2,3.56,2178.0,10.37,43.99,楚环科技,29.964,80373500,0,SZ001336 楚环科技
2702,SZ001337,13.881744296655384,,28.7046,11,10.02,False,0.01,11.0215,60000000,32.29,7.33,35.4499,355.43,1937400000.0,,13561800000.0,0.619,100,26.81643690030353,279.44,0.0,7.675141979482825,751207389.45,2.94,1677772800000,0.47,48179128.0,23791735.0,1.15,11.02,9114.0,39.65,44.01,四川黄金,68.257,420000000,1,SZ001337 四川黄金
2703,SZ001338,-5.086665822490611,1262435.0214538777,2.1915,11,-1.36,False,0.01,2.6181,125432708,16.66,2.37,3.869,-21.12,2089708915.0,1681315200000.0,8358835694.0,,100,,103.67,0.12,11.56338642166881,76348645.25,-0.23,1668528000000,0.25,-12213807.0,4561610.0,0.83,2.619,10855.0,3.64,43.99,永顺泰,67.692,501730834,0,SZ001338 永顺泰
2704,SZ001339,13.947106335465095,-2617945.7845591907,2.3805,11,-2.3,False,0.01,3.5891,61750000,28.01,6.42,58.054,37.71,1729617500.0,1681315200000.0,6978887570.0,0.0,100,,38.46,0.18,29.486156873626857,203144795.0,-0.66,1660492800000,0.59,-7006528.0,7246695.0,1.02,3.78,10204.0,11.74,44.01,智微智能,47.54,249157000,0,SZ001339 智微智能
2705,SZ001366,9.325257881068127,,1.6854,11,-1.1,False,0.01,3.4278,40350000,17.93,2.76,65.8872,92.38,723475500.0,,2880992400.0,1.004,100,15.99336653993052,60.38,0.17,18.53551987213653,154521370.56,-0.2,1678118400000,0.48,328191.0,8689939.0,0.63,3.428,2922.0,21.54,43.99,播恩集团,37.323,160680000,0,SZ001366 播恩集团
2706,SZ001368,47.14748058799118,,3.2579,11,-0.73,False,0.01,2.2831,28000000,27.09,1.43,16.9329,7.8,758520000.0,,3034080000.0,,100,20.599119810591,-10.18,-0.04,16.879364887408844,64245656.02,-0.2,1678636800000,1.18,-2987902.0,2374507.0,0.55,2.282,1469.0,8.48,44.01,通达创智,23.05,112000000,0,SZ001368 通达创智
2707,SZ001696,-2.564943232189276,-5786752.019459224,0.9061,11,0.47,False,0.01,1.5561,875321957,6.45,0.93,5.5269,8.59,5645826623.0,1681315200000.0,7385423634.0,3.876,100,8.320859442856746,1146.14,0.16,11.96747040931243,39945808.28,0.03,857577600000,0.34,-6362056.0,6197796.0,0.66,1.558,31579.0,0.71,1340.0,宗申动力,18.921,1145026920,0,SZ001696 宗申动力
2708,SZ001872,4.816350087095356,-614959.0318947206,2.7808,11,0.39,False,0.01,0.8317,1742468718,18.06,3.17,6.5218,25.77,31468985047.0,1681315200000.0,45133288378.0,2.492,100,7.095791225512456,,0.17,10.212434800327364,49807587.43,0.07,736531200000,1.34,2484726.0,2780799.0,0.69,0.832,11282.0,0.16,,招商港口,13.523,2499074661,0,SZ001872 招商港口
2709,SZ001896,,-990223.6110455256,0.5324,11,1.33,False,0.01,1.8548,1320781330,4.57,2.0,,-13.12,6035970678.0,1681315200000.0,6972820678.0,0.0,100,-48.42741894751067,-19.89,0.22,17.395932554714697,46258985.0,0.06,885398400000,-1.4,6154988.0,10178700.0,1.13,1.858,45818.0,0.77,123.81,豫能控股,,1525781330,0,SZ001896 豫能控股
2710,SZ001914,27.51823038446637,2062374.533987759,1.262,11,-2.76,False,0.01,1.7962,1060239260,15.5,3.7,16.5162,0.78,16433708530.0,1681315200000.0,16435363930.0,0.774,100,6.66462739815878,909.25,0.06,28.92219578705102,81741685.23,-0.44,780681600000,0.56,-2029709.0,5223152.0,1.27,1.796,60271.0,0.49,126.36,招商积余,27.692,1060346060,0,SZ001914 招商积余
2711,SZ001965,3.9561797486057815,2300177.005806433,6.5974,11,0.23,False,0.01,1.0064,6185183893,8.85,1.93,14.115,13.9,54738877453.0,1681315200000.0,54738877453.0,4.678,100,8.178487910624197,-5.26,0.23,0.4541151560671919,32696856.77,0.02,1514131200000,0.79,692208.0,3715087.0,0.77,1.006,19055.0,0.06,-9.78,招商公路,11.262,6185183893,0,SZ001965 招商公路
2712,SZ001979,-35.69146959456162,6125641.64022956,0.6339,11,-1.45,False,0.01,1.3889,7737962717,14.99,2.3,5.2318,18.69,115992061128.0,1681315200000.0,116009081748.0,1.534,100,4.053632067483191,-19.38,0.27,23.28081721663404,345138024.21,-0.22,1451404800000,0.55,15138705.0,22956465.0,0.49,1.389,127991.0,0.3,-8.38,招商蛇口,27.206,7739098182,0,SZ001979 招商蛇口
2713,SZ002001,21.33681926491182,21970482.54913868,3.4301,11,-0.17,False,0.01,2.402,3054533154,17.86,1.79,12.244,-4.75,54553962130.0,1681315200000.0,55203605378.0,3.27,100,18.102059695684627,2606.47,0.0,29.817541737022317,237665995.94,-0.03,1088092800000,1.28,-2507220.0,13281256.0,1.14,2.401,131119.0,0.43,86.65,新和成,13.908,3090907356,0,SZ002001 新和成
2714,SZ002002,-33.657826972979606,-6400783.305444729,1.784,11,0.0,False,0.01,0.8222,3100202578,2.68,0.75,,-17.28,8308542909.0,1681315200000.0,8367063486.0,0.0,100,-1.842737116652872,94.36,0.0,-5.92985575717675,61071667.04,0.0,1088092800000,-0.06,-3616745.0,22737628.0,0.81,0.822,61002.0,0.73,143.99,鸿达兴业,,3122038614,0,SZ002002 鸿达兴业
2715,SZ002003,18.92757167595725,-6601112.579730874,2.5501,11,-2.19,False,0.01,3.1956,865918140,8.92,2.74,11.6404,-11.86,7723989809.0,1681315200000.0,9251873560.0,3.924,100,17.497831407745302,1033.99,-0.11,9.910532247823769,55294758.27,-0.2,1088092800000,0.47,-8108196.0,6148580.0,1.33,3.197,44110.0,0.71,139.89,伟星股份,18.924,1037205556,0,SZ002003 伟星股份
2716,SZ002004,14.164594087079552,-956559.0759616127,0.8027,11,-0.35,False,0.01,1.0658,1879682754,5.64,1.24,4.7329,10.59,10601410733.0,1681315200000.0,11166744237.0,3.901,100,8.52481645343825,477.4,0.0,13.053483528419818,65741303.48,-0.02,1088092800000,0.44,2700814.0,11623690.0,0.85,1.066,41170.0,0.62,100.73,华邦健康,12.888,1979919191,0,SZ002004 华邦健康
2717,SZ002005,,,1.8567,11,1.26,False,0.01,2.1928,1752424858,1.61,2.52,22.9703,8.78,2821404021.0,,2821404021.0,0.0,100,-37.87503171298065,-35.32,-0.62,-23.72308637558685,11677787.9,0.02,1088092800000,-0.31,-595918.0,7262510.0,0.84,2.205,23637.0,0.41,42.42,ST德豪,,1752424858,0,SZ002005 ST德豪
2718,SZ002006,,1686604.980739715,5.5058,11,0.96,False,0.01,8.308,455160000,22.18,2.14,38.9927,-11.28,10095448800.0,1681315200000.0,10095448800.0,0.0,100,16.132692972090396,863.22,0.0,29.503938534612995,81823200.6,0.21,1088092800000,0.4,-2835749.0,3698931.0,0.73,8.307,30846.0,0.81,130.7,精工科技,55.725,455160000,0,SZ002006 精工科技
2719,SZ002007,-5.699593186259699,32818858.17247641,9.9196,11,-0.16,False,0.01,4.3089,1573586894,24.56,3.13,46.8044,8.53,38647294117.0,1681315200000.0,44806446791.0,1.221,100,11.489036811532808,3438.9,0.0,6.877035378514762,297187003.47,-0.04,1088092800000,0.59,-13660008.0,12073419.0,0.48,4.309,353847.0,0.77,69.63,华兰生物,41.631,1824366726,0,SZ002007 华兰生物
2720,SZ002008,23.500199875174356,-134857335.64359236,2.0513,11,1.11,False,0.01,2.2652,979258489,29.17,2.77,47.1925,13.72,28564970124.0,1681315200000.0,30690414113.0,0.686,100,9.405498187873516,854.77,0.0,16.09038573673338,600281414.06,0.32,1088092800000,1.15,-3276427.0,20731553.0,0.58,2.265,228936.0,2.12,324.89,大族激光,25.37,1052122527,0,SZ002008 大族激光
2721,SZ002009,42.14778992726991,-2275595.716634677,1.2542,11,0.43,False,0.01,2.3252,372091309,14.07,0.86,,-0.64,5235324718.0,1681315200000.0,5356722436.0,0.213,100,9.42985188907975,427.64,0.07,12.150115348906551,46500766.26,0.06,1088438400000,0.54,-939855.0,3306303.0,0.66,2.326,47645.0,0.89,119.74,天奇股份,26.098,380719434,0,SZ002009 天奇股份
2722,SZ002010,-3.1786557078852478,393167.6385253135,0.4328,11,0.17,False,0.01,0.9678,2699516312,5.93,1.69,11.5781,11.05,16008131730.0,1681315200000.0,16619711582.0,1.686,100,11.76562403901781,234.71,0.17,24.950058913405005,78036620.9,0.01,1088438400000,0.68,-7642285.0,13160561.0,0.67,0.967,38714.0,0.49,55.4,传化智联,8.663,2802649508,0,SZ002010 传化智联
2723,SZ002011,84.97221133356881,-1589592.723355253,1.3166,11,1.76,False,0.01,3.9856,914969951,12.11,2.86,16.9367,-7.77,11080286107.0,1681315200000.0,12795752752.0,0.0,100,37.46183750763631,460.99,0.0,2.0625239046189625,136085591.49,0.21,1088956800000,0.72,6109896.0,11270039.0,1.07,3.984,72304.0,1.23,22.07,盾安环境,16.732,1056626982,0,SZ002011 盾安环境
2724,SZ002012,4.818207164127064,,1.9185,11,-1.04,False,0.01,1.7879,466537641,5.71,2.25,12.2303,8.97,2663929930.0,,2670141434.0,0.21,100,3.6310756974121583,99.75,0.18,6.496737469210556,28962966.69,-0.06,1088956800000,0.11,-4293942.0,5063901.0,0.76,1.79,31927.0,1.09,132.43,凯恩股份,49.978,467625470,0,SZ002012 凯恩股份
2725,SZ002014,10.47241404695065,-222956.1705469053,1.5423,11,-3.14,False,0.01,2.5057,600859157,8.32,4.54,9.3752,8.31,4999148186.0,1681315200000.0,5095932325.0,4.808,100,16.464769016545972,689.37,-0.12,8.320383408576193,49987912.55,-0.27,1089216000000,0.59,-7882956.0,5956360.0,2.08,2.237,28353.0,0.99,51.68,永新股份,14.045,612491866,0,SZ002014 永新股份
2726,SZ002015,14.125724887113522,-19837146.602539245,1.9976,11,-2.52,False,0.01,2.0815,1623324614,13.13,5.05,13.7831,0.08,21314252182.0,1681315200000.0,21314252182.0,1.523,100,10.57775052186268,424.07,0.08,-1.3575925655476606,640294170.26,-0.34,1089216000000,0.53,-29022941.0,48730239.0,0.7,2.081,35881.0,3.0,143.05,协鑫能科,24.816,1623324614,0,SZ002015 协鑫能科
2727,SZ002016,-36.78080601134089,,2.9674,11,0.0,False,0.01,1.179,686845632,6.65,2.56,,6.57,4567523453.0,,5380485953.0,4.511,100,9.96737469806794,254.91,-0.3,-24.39836279259373,28278602.71,0.0,1089216000000,0.55,-1087014.0,4235223.0,0.65,1.179,26505.0,0.62,69.07,世荣兆业,12.097,809095632,0,SZ002016 世荣兆业
2728,SZ002017,32.637445918015764,-5378942.776498912,5.6659,11,-1.6,False,0.01,4.6231,445092687,15.42,3.19,35.8861,17.26,6863329234.0,1681315200000.0,6884815415.0,0.324,100,5.1762900000073415,474.75,0.0,2.7490827247439453,127265680.14,-0.25,1089648000000,0.17,-2695601.0,8222290.0,0.71,4.617,44654.0,1.85,56.28,东信和平,91.173,446486084,0,SZ002017 东信和平
2729,SZ002019,-40.05501255680343,5599391.940346965,4.8839,11,-0.67,False,0.01,2.0803,851738597,14.9,2.13,74.0974,21.63,12690905095.0,1681315200000.0,18267769922.0,0.0,100,2.1900371253354782,1304.6,-0.13,-11.945110934942935,111339461.14,-0.1,1089648000000,0.16,-6293319.0,7455008.0,0.7,2.081,77964.0,0.88,29.28,亿帆医药,95.697,1226024827,0,SZ002019 亿帆医药
2730,SZ002020,8.366935252298479,-20339144.7909356,3.4397,11,2.51,False,0.01,2.5265,656400768,15.1,4.75,15.1927,23.97,9911651597.0,1681315200000.0,13001540014.0,1.987,100,13.23493005836254,1248.21,-0.07,1.2026783042639932,302750222.53,0.37,1089820800000,0.77,19037916.0,20072062.0,1.07,2.525,73812.0,3.06,31.74,京新药业,19.632,861029140,0,SZ002020 京新药业
